dataset,rare_class,seed,rts,variant,group,sep,split_hash,git_sha,cell_id_align_hash,abstain,chosen_rank,baseline_f1,rare_f1,rare_recall,rare_precision,n_rescued,n_false_rescues,ffr
pancreas_integrated,endothelial,43,0.05,A0_baseline,A,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,A1_minus_sep,A,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,A2_minus_necessity,A,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,2,1.0,0.9787,1.0,0.9583,1,1,0.000588
pancreas_integrated,endothelial,43,0.05,A3_minus_adaptive_rank,A,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,A4_minus_tau,A,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,A5_full,A,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,R1_rank1,R,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,R2_rank2,R,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,R3_rank3,R,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.05,R_adaptive,R,1.6065,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,A0_baseline,A,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,A1_minus_sep,A,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,A2_minus_necessity,A,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,2,1.0,0.9583,1.0,0.92,2,2,0.001176
pancreas_integrated,endothelial,43,0.10,A3_minus_adaptive_rank,A,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,A4_minus_tau,A,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,A5_full,A,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,R1_rank1,R,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,R2_rank2,R,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,R3_rank3,R,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.10,R_adaptive,R,1.3032,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,all,A0_baseline,A,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,A1_minus_sep,A,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,A2_minus_necessity,A,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,A3_minus_adaptive_rank,A,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,A4_minus_tau,A,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,A5_full,A,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,R1_rank1,R,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,R2_rank2,R,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,R3_rank3,R,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,all,R_adaptive,R,1.4104,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,44,0.01,A0_baseline,A,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,0.0,0.0,0.0,0.0,0,0,0.0
pancreas_integrated,endothelial,44,0.01,A1_minus_sep,A,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.01,A2_minus_necessity,A,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.01,A3_minus_adaptive_rank,A,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.01,A4_minus_tau,A,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.01,A5_full,A,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.01,R1_rank1,R,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.01,R2_rank2,R,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,2,0.0,0.92,1.0,0.8519,27,4,0.002352
pancreas_integrated,endothelial,44,0.01,R3_rank3,R,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,3,0.0,0.7797,1.0,0.6389,36,13,0.007643
pancreas_integrated,endothelial,44,0.01,R_adaptive,R,1.4167,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.0,1.0,1.0,1.0,23,0,0.0
pancreas_integrated,endothelial,44,0.05,A0_baseline,A,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,A1_minus_sep,A,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,A2_minus_necessity,A,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,A3_minus_adaptive_rank,A,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,A4_minus_tau,A,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,A5_full,A,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,R1_rank1,R,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,R2_rank2,R,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,R3_rank3,R,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.05,R_adaptive,R,1.5341,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,A0_baseline,A,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,A1_minus_sep,A,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,A2_minus_necessity,A,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,A3_minus_adaptive_rank,A,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,A4_minus_tau,A,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,A5_full,A,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,R1_rank1,R,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,R2_rank2,R,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,R3_rank3,R,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,0.10,R_adaptive,R,1.5686,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,44,all,A0_baseline,A,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,A1_minus_sep,A,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,A2_minus_necessity,A,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,1,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,A3_minus_adaptive_rank,A,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,A4_minus_tau,A,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,A5_full,A,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,R1_rank1,R,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,R2_rank2,R,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,R3_rank3,R,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,44,all,R_adaptive,R,1.3665,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,A0_baseline,A,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,0,0.0,0.0,0.0,0.0,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,A1_minus_sep,A,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,A2_minus_necessity,A,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,A3_minus_adaptive_rank,A,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,A4_minus_tau,A,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,A5_full,A,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,R1_rank1,R,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,R2_rank2,R,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,2,0.0,0.9286,1.0,0.8667,75,10,0.005828
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,R3_rank3,R,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,3,0.0,0.8784,1.0,0.7831,83,18,0.01049
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.01,R_adaptive,R,2.3468,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.0,0.9848,1.0,0.9701,67,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,A0_baseline,A,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,0,0.6667,0.6667,0.5077,0.9706,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,A1_minus_sep,A,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,A2_minus_necessity,A,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,A3_minus_adaptive_rank,A,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,A4_minus_tau,A,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,A5_full,A,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,R1_rank1,R,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,R2_rank2,R,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,2,0.6667,0.9028,1.0,0.8228,45,13,0.007576
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,R3_rank3,R,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,3,0.6667,0.8387,1.0,0.7222,56,24,0.013986
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.05,R_adaptive,R,1.879,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.6667,0.963,1.0,0.9286,36,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,A0_baseline,A,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,A1_minus_sep,A,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,A2_minus_necessity,A,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.9771,0.9774,1.0,0.9559,2,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,A3_minus_adaptive_rank,A,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,A4_minus_tau,A,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,A5_full,A,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,R1_rank1,R,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,R2_rank2,R,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,R3_rank3,R,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,0.10,R_adaptive,R,1.6589,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9771,0.9771,0.9846,0.9697,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,A0_baseline,A,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,A1_minus_sep,A,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,A2_minus_necessity,A,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,False,1,0.9774,0.963,1.0,0.9286,2,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,A3_minus_adaptive_rank,A,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,A4_minus_tau,A,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,A5_full,A,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,R1_rank1,R,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,R2_rank2,R,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,R3_rank3,R,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,42,all,R_adaptive,R,1.671,da9ffbdf489ba7b0,67acaa3,4cd424fc70f7,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,A0_baseline,A,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.1944,0.1944,0.1077,1.0,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,A1_minus_sep,A,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9844,0.9692,1.0,56,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,A2_minus_necessity,A,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9844,0.9692,1.0,56,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,A3_minus_adaptive_rank,A,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9844,0.9692,1.0,56,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,A4_minus_tau,A,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9767,0.9692,0.9844,57,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,A5_full,A,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9844,0.9692,1.0,56,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,R1_rank1,R,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9844,0.9692,1.0,56,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,R2_rank2,R,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,2,0.1944,0.9848,1.0,0.9701,60,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,R3_rank3,R,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,3,0.1944,0.9701,1.0,0.942,62,4,0.002331
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.01,R_adaptive,R,1.9886,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.1944,0.9844,0.9692,1.0,56,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,A0_baseline,A,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.96,0.96,0.9231,1.0,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,A1_minus_sep,A,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,A2_minus_necessity,A,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,A3_minus_adaptive_rank,A,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,A4_minus_tau,A,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,A5_full,A,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,R1_rank1,R,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,R2_rank2,R,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,2,0.96,0.942,1.0,0.8904,13,8,0.004662
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,R3_rank3,R,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,3,0.96,0.922,1.0,0.8553,16,11,0.00641
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.05,R_adaptive,R,1.6913,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.96,0.9774,1.0,0.9559,8,3,0.001748
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,A0_baseline,A,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,A1_minus_sep,A,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,A2_minus_necessity,A,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.9618,0.9774,1.0,0.9559,2,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,A3_minus_adaptive_rank,A,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,A4_minus_tau,A,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,A5_full,A,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,R1_rank1,R,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,R2_rank2,R,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
