dataset,rare_class,seed,rts,variant,group,sep,split_hash,git_sha,cell_id_align_hash,abstain,chosen_rank,baseline_f1,rare_f1,rare_recall,rare_precision,n_rescued,n_false_rescues,ffr
pancreas_baron,gamma,42,0.10,A2_minus_necessity,A,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.7917,0.8158,0.7209,0.9394,8,3,0.001832
pancreas_baron,gamma,42,0.10,A3_minus_adaptive_rank,A,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.7917,0.8158,0.7209,0.9394,8,3,0.001832
pancreas_baron,gamma,42,0.10,A4_minus_tau,A,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.7917,0.8158,0.7209,0.9394,8,3,0.001832
pancreas_baron,gamma,42,0.10,A5_full,A,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.7917,0.8158,0.7209,0.9394,8,3,0.001832
pancreas_baron,gamma,42,0.10,R1_rank1,R,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.7917,0.8158,0.7209,0.9394,8,3,0.001832
pancreas_baron,gamma,42,0.10,R2_rank2,R,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,2,0.7917,0.8402,0.8256,0.8554,25,11,0.006716
pancreas_baron,gamma,42,0.10,R3_rank3,R,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,3,0.7917,0.8211,0.907,0.75,46,25,0.015263
pancreas_baron,gamma,42,0.10,R_adaptive,R,1.4422,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.7917,0.8158,0.7209,0.9394,8,3,0.001832
pancreas_baron,gamma,42,all,A0_baseline,A,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,A1_minus_sep,A,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,False,1,0.9143,0.9011,0.9535,0.8542,7,5,0.003053
pancreas_baron,gamma,42,all,A2_minus_necessity,A,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,A3_minus_adaptive_rank,A,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,A4_minus_tau,A,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,A5_full,A,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,R1_rank1,R,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,R2_rank2,R,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,R3_rank3,R,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,42,all,R_adaptive,R,1.1597,507baa4fe66b76ae,legacy_pre_git_sha_recording,f73bc73e65e8,True,0,0.9143,0.9143,0.9302,0.8989,0,0,0.0
pancreas_baron,gamma,43,0.01,A0_baseline,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,A1_minus_sep,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.2449,0.75,0.6279,0.931,46,4,0.002442
pancreas_baron,gamma,43,0.01,A2_minus_necessity,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,A3_minus_adaptive_rank,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,A4_minus_tau,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,A5_full,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,R1_rank1,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,R2_rank2,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,R3_rank3,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.01,R_adaptive,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,A0_baseline,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,A1_minus_sep,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.2449,0.75,0.6279,0.931,46,4,0.002442
pancreas_baron,gamma,43,0.05,A2_minus_necessity,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,A3_minus_adaptive_rank,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,A4_minus_tau,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,A5_full,A,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,R1_rank1,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,R2_rank2,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,R3_rank3,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.05,R_adaptive,R,1.1245,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.2449,0.2449,0.1395,1.0,0,0,0.0
pancreas_baron,gamma,43,0.10,A0_baseline,A,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.7808,0.7808,0.6628,0.95,0,0,0.0
pancreas_baron,gamma,43,0.10,A1_minus_sep,A,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.8242,0.7907,0.8608,19,8,0.004884
pancreas_baron,gamma,43,0.10,A2_minus_necessity,A,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.8242,0.7907,0.8608,19,8,0.004884
pancreas_baron,gamma,43,0.10,A3_minus_adaptive_rank,A,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.8242,0.7907,0.8608,19,8,0.004884
pancreas_baron,gamma,43,0.10,A4_minus_tau,A,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.7725,0.8488,0.7087,43,27,0.016484
pancreas_baron,gamma,43,0.10,A5_full,A,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.8242,0.7907,0.8608,19,8,0.004884
pancreas_baron,gamma,43,0.10,R1_rank1,R,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.8242,0.7907,0.8608,19,8,0.004884
pancreas_baron,gamma,43,0.10,R2_rank2,R,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,2,0.7808,0.8118,0.8023,0.8214,24,12,0.007326
pancreas_baron,gamma,43,0.10,R3_rank3,R,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,3,0.7808,0.8118,0.8023,0.8214,24,12,0.007326
pancreas_baron,gamma,43,0.10,R_adaptive,R,1.5543,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.7808,0.8242,0.7907,0.8608,19,8,0.004884
pancreas_baron,gamma,43,all,A0_baseline,A,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,A1_minus_sep,A,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,A2_minus_necessity,A,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,A3_minus_adaptive_rank,A,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,A4_minus_tau,A,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,A5_full,A,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,R1_rank1,R,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,R2_rank2,R,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,R3_rank3,R,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,43,all,R_adaptive,R,1.1218,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.9222,0.9222,0.8953,0.9506,0,0,0.0
pancreas_baron,gamma,44,0.01,A0_baseline,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,A1_minus_sep,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.6769,0.8316,0.9186,0.7596,60,25,0.015263
pancreas_baron,gamma,44,0.01,A2_minus_necessity,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,A3_minus_adaptive_rank,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,A4_minus_tau,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,A5_full,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,R1_rank1,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,R2_rank2,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,R3_rank3,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.01,R_adaptive,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,A0_baseline,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,A1_minus_sep,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.6769,0.8316,0.9186,0.7596,60,25,0.015263
pancreas_baron,gamma,44,0.05,A2_minus_necessity,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,A3_minus_adaptive_rank,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,A4_minus_tau,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,A5_full,A,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,R1_rank1,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,R2_rank2,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,R3_rank3,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.05,R_adaptive,R,1.222,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.6769,0.6769,0.5116,1.0,0,0,0.0
pancreas_baron,gamma,44,0.10,A0_baseline,A,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,A1_minus_sep,A,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,1,0.8875,0.8764,0.907,0.8478,18,11,0.006716
pancreas_baron,gamma,44,0.10,A2_minus_necessity,A,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,A3_minus_adaptive_rank,A,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,A4_minus_tau,A,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,A5_full,A,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,R1_rank1,R,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,R2_rank2,R,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,R3_rank3,R,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,0.10,R_adaptive,R,1.1241,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.8875,0.8875,0.8256,0.9595,0,0,0.0
pancreas_baron,gamma,44,all,A0_baseline,A,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,False,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,A1_minus_sep,A,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,A2_minus_necessity,A,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,A3_minus_adaptive_rank,A,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,A4_minus_tau,A,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,A5_full,A,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,R1_rank1,R,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,R2_rank2,R,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,R3_rank3,R,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_baron,gamma,44,all,R_adaptive,R,1.0929,507baa4fe66b76ae,7a90a01,f73bc73e65e8,True,0,0.897,0.897,0.8605,0.9367,0,0,0.0
pancreas_integrated,endothelial,42,0.01,A0_baseline,A,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,A1_minus_sep,A,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,A2_minus_necessity,A,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,2,1.0,0.9388,1.0,0.8846,3,3,0.001764
pancreas_integrated,endothelial,42,0.01,A3_minus_adaptive_rank,A,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,A4_minus_tau,A,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,A5_full,A,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,R1_rank1,R,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,R2_rank2,R,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,R3_rank3,R,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.01,R_adaptive,R,1.4516,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,A0_baseline,A,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,A1_minus_sep,A,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,A2_minus_necessity,A,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,1,1.0,0.9787,1.0,0.9583,1,1,0.000588
pancreas_integrated,endothelial,42,0.05,A3_minus_adaptive_rank,A,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,A4_minus_tau,A,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,A5_full,A,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,R1_rank1,R,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,R2_rank2,R,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,R3_rank3,R,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.05,R_adaptive,R,1.5432,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,42,0.10,A0_baseline,A,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,A1_minus_sep,A,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,A2_minus_necessity,A,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,1,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,A3_minus_adaptive_rank,A,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,A4_minus_tau,A,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,A5_full,A,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,R1_rank1,R,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,R2_rank2,R,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,R3_rank3,R,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,0.10,R_adaptive,R,1.341,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9787,0.9787,1.0,0.9583,0,0,0.0
pancreas_integrated,endothelial,42,all,A0_baseline,A,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,A1_minus_sep,A,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,A2_minus_necessity,A,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,False,1,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,A3_minus_adaptive_rank,A,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,A4_minus_tau,A,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,A5_full,A,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,R1_rank1,R,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,R2_rank2,R,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,R3_rank3,R,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,42,all,R_adaptive,R,1.4442,2373a4f6ec6225a2,6a0ead9,f9f5f1b60a02,True,0,0.9583,0.9583,1.0,0.92,0,0,0.0
pancreas_integrated,endothelial,43,0.01,A0_baseline,A,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,A1_minus_sep,A,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,A2_minus_necessity,A,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,False,2,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,A3_minus_adaptive_rank,A,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,A4_minus_tau,A,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,A5_full,A,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,R1_rank1,R,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,R2_rank2,R,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,R3_rank3,R,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
pancreas_integrated,endothelial,43,0.01,R_adaptive,R,2.3225,2373a4f6ec6225a2,7a90a01,f9f5f1b60a02,True,0,1.0,1.0,1.0,1.0,0,0,0.0
