dataset,rare_train_size,contrast,metric,n_seeds,median_oriented_delta,min_oriented_delta,max_oriented_delta,seed_direction_rate
pancreas_integrated,0.01,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,1,0.9023081052066559,0.9023081052066559,0.9023081052066559,1.0
pancreas_integrated,0.01,H3b_true_rescued_vs_closest_competitor,prototype_margin,1,1.0,1.0,1.0,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,rare_membership_score,3,0.9997131074054151,0.9992398905442383,0.9999375624375624,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,rare_rank,3,0.9994172494172494,0.9988344988344988,0.9994172494172494,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,rare_standardized_distance,3,0.927523758292989,0.7603628255802168,0.9736305361305362,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,standardized_prototype_margin,3,0.9996951766182536,0.9994425863991081,0.9998543123543124,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,rare_prototype_distance,3,0.927523758292989,0.7603628255802168,0.9736305361305362,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,3,0.8041958041958042,0.7606768231768233,0.9010337488598359,1.0
tabula_lung_endo,0.01,H3a_true_rescued_vs_non_target,prototype_margin,3,0.9998565537027075,0.9996959562176952,0.9999791874791875,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,rare_membership_score,3,0.9981884057971016,0.9976495726495727,0.9992559523809523,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,rare_rank,3,1.0,0.9930555555555556,1.0,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,3,0.8228632478632478,0.6394927536231885,0.9206349206349207,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,3,0.9976495726495727,0.9975845410628019,0.9990079365079365,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,3,0.8228632478632478,0.6394927536231885,0.9206349206349207,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,3,0.9378205128205128,0.9295634920634921,0.9692028985507246,1.0
tabula_lung_endo,0.01,H3b_true_rescued_vs_closest_competitor,prototype_margin,3,1.0,0.9995726495726496,1.0,1.0
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,rare_membership_score,3,0.5733333333333333,0.5037878787878789,0.9774011299435028,1.0
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,rare_rank,3,-0.0,-0.0,-0.0,0.0
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,3,0.6333333333333333,0.30681818181818177,0.8813559322033898,1.0
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,3,0.52,0.4640151515151516,0.9943502824858756,1.0
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,3,0.6333333333333333,0.30681818181818177,0.8813559322033898,1.0
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,3,-0.3733333333333333,-0.44067796610169496,0.27083333333333326,0.3333333333333333
tabula_lung_endo,0.05,H1_baseline_correct_vs_true_rescued,prototype_margin,3,0.6912878787878789,0.6200000000000001,1.0,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,rare_membership_score,3,0.9993006993006992,0.999028749028749,0.9996722027972027,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,rare_rank,3,0.9982517482517482,0.997086247086247,0.9994172494172494,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,rare_standardized_distance,3,0.7121212121212122,0.43609168609168614,0.9690049533799534,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,standardized_prototype_margin,3,0.9995337995337996,0.999028749028749,0.9997086247086246,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,rare_prototype_distance,3,0.7121212121212122,0.43609168609168614,0.9690049533799534,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,3,0.9003496503496504,0.7727272727272727,0.9062937062937062,1.0
tabula_lung_endo,0.05,H3a_true_rescued_vs_non_target,prototype_margin,3,0.9993006993006992,0.9992229992229993,0.9993444055944056,1.0
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,rare_membership_score,3,0.9986979166666667,0.9972222222222222,1.0,1.0
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,rare_rank,3,0.9930555555555556,0.9930555555555556,1.0,1.0
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,3,0.4194444444444444,-0.06018518518518512,0.9340277777777778,0.6666666666666666
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,3,0.9986979166666667,0.9972222222222222,1.0,1.0
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,3,0.4194444444444444,-0.06018518518518512,0.9340277777777778,0.6666666666666666
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,3,0.9699074074074074,0.9227430555555556,0.9833333333333334,1.0
tabula_lung_endo,0.05,H3b_true_rescued_vs_closest_competitor,prototype_margin,3,0.9986979166666667,0.9972222222222222,1.0,1.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,rare_membership_score,2,0.675044365572316,0.5847826086956522,0.7653061224489797,1.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,rare_rank,2,-0.0,-0.0,-0.0,0.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,2,0.6935891748003549,0.6632653061224489,0.7239130434782608,1.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,2,0.725377107364685,0.6956521739130435,0.7551020408163265,1.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,2,0.6935891748003549,0.6632653061224489,0.7239130434782608,1.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,2,-0.33737799467613133,-0.6543478260869565,-0.020408163265306145,0.0
tabula_lung_endo,0.01,H1_baseline_correct_vs_true_rescued,prototype_margin,2,0.6339618456078083,0.4260869565217391,0.8418367346938775,1.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,rare_membership_score,2,1.0,1.0,1.0,1.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,rare_rank,2,1.0,1.0,1.0,1.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,rare_standardized_distance,2,0.938664596273292,0.9130434782608696,0.9642857142857143,1.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,standardized_prototype_margin,2,1.0,1.0,1.0,1.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,rare_prototype_distance,2,0.938664596273292,0.9130434782608696,0.9642857142857143,1.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,nearest_nonrare_distance,2,-0.5411490683229814,-0.8214285714285714,-0.26086956521739135,0.0
tabula_lung_endo,0.01,H2_true_rescued_vs_unrescued,prototype_margin,2,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,rare_membership_score,3,0.7647058823529411,0.6428571428571428,0.9285714285714286,1.0
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,rare_rank,3,0.48809523809523814,-0.0714285714285714,0.6470588235294117,0.6666666666666666
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,3,0.6470588235294117,0.4642857142857143,0.8571428571428572,1.0
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,3,0.9523809523809523,0.5714285714285714,1.0,1.0
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,3,0.6470588235294117,0.4642857142857143,0.8571428571428572,1.0
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,3,0.16666666666666674,-0.6470588235294117,0.25,0.6666666666666666
tabula_sapiens_stomach,0.01,H1_baseline_correct_vs_true_rescued,prototype_margin,3,0.7647058823529411,0.5357142857142858,0.9285714285714286,1.0
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,rare_membership_score,3,0.8571428571428572,0.8021978021978022,0.9285714285714286,1.0
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,rare_standardized_distance,3,0.4505494505494505,0.4285714285714286,0.7857142857142857,1.0
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,standardized_prototype_margin,3,0.8571428571428572,0.7142857142857142,0.9642857142857142,1.0
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,rare_prototype_distance,3,0.4505494505494505,0.4285714285714286,0.7857142857142857,1.0
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,nearest_nonrare_distance,3,0.4505494505494505,-0.2857142857142857,0.5714285714285714,0.6666666666666666
tabula_sapiens_stomach,0.01,H2_true_rescued_vs_unrescued,prototype_margin,3,1.0,0.8241758241758241,1.0,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,rare_membership_score,3,0.9999476055747669,0.9993113875540784,1.0,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,rare_standardized_distance,3,0.9993712668972021,0.9928444184967291,0.9996856334486011,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,standardized_prototype_margin,3,1.0,0.9989521114953368,1.0,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,rare_prototype_distance,3,0.9993712668972021,0.9928444184967291,0.9996856334486011,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,3,0.8244337659615875,0.6798176674001886,0.9559886828041497,1.0
tabula_sapiens_stomach,0.01,H3a_true_rescued_vs_non_target,prototype_margin,3,1.0,0.9999700603284383,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,rare_membership_score,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,3,1.0,0.9047619047619048,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,3,1.0,0.9047619047619048,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.01,H3b_true_rescued_vs_closest_competitor,prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,rare_membership_score,3,0.7647058823529411,0.6428571428571428,0.9285714285714286,1.0
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,rare_rank,3,0.48809523809523814,-0.0714285714285714,0.6470588235294117,0.6666666666666666
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,3,0.6470588235294117,0.4642857142857143,0.8571428571428572,1.0
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,3,0.9523809523809523,0.5714285714285714,1.0,1.0
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,3,0.6470588235294117,0.4642857142857143,0.8571428571428572,1.0
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,3,0.16666666666666674,-0.6470588235294117,0.25,0.6666666666666666
tabula_sapiens_stomach,0.05,H1_baseline_correct_vs_true_rescued,prototype_margin,3,0.7647058823529411,0.5357142857142858,0.9285714285714286,1.0
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,rare_membership_score,3,0.8571428571428572,0.8021978021978022,0.9285714285714286,1.0
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,rare_standardized_distance,3,0.4505494505494505,0.4285714285714286,0.7857142857142857,1.0
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,standardized_prototype_margin,3,0.8571428571428572,0.7142857142857142,0.9642857142857142,1.0
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,rare_prototype_distance,3,0.4505494505494505,0.4285714285714286,0.7857142857142857,1.0
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,nearest_nonrare_distance,3,0.4505494505494505,-0.2857142857142857,0.5714285714285714,0.6666666666666666
tabula_sapiens_stomach,0.05,H2_true_rescued_vs_unrescued,prototype_margin,3,1.0,0.8241758241758241,1.0,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,rare_membership_score,3,0.9999476055747669,0.9993113875540784,1.0,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,rare_standardized_distance,3,0.9993712668972021,0.9928444184967291,0.9996856334486011,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,standardized_prototype_margin,3,1.0,0.9989521114953368,1.0,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,rare_prototype_distance,3,0.9993712668972021,0.9928444184967291,0.9996856334486011,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,3,0.8244337659615875,0.6798176674001886,0.9559886828041497,1.0
tabula_sapiens_stomach,0.05,H3a_true_rescued_vs_non_target,prototype_margin,3,1.0,0.9999700603284383,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,rare_membership_score,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,3,1.0,0.9047619047619048,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,3,1.0,0.9047619047619048,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.05,H3b_true_rescued_vs_closest_competitor,prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,rare_membership_score,3,0.7647058823529411,0.6428571428571428,0.9285714285714286,1.0
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,rare_rank,3,0.48809523809523814,-0.0714285714285714,0.6470588235294117,0.6666666666666666
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,3,0.6470588235294117,0.4642857142857143,0.8571428571428572,1.0
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,3,0.9523809523809523,0.5714285714285714,1.0,1.0
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,3,0.6470588235294117,0.4642857142857143,0.8571428571428572,1.0
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,3,0.16666666666666674,-0.6470588235294117,0.25,0.6666666666666666
tabula_sapiens_stomach,0.10,H1_baseline_correct_vs_true_rescued,prototype_margin,3,0.7647058823529411,0.5357142857142858,0.9285714285714286,1.0
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,rare_membership_score,3,0.8571428571428572,0.8021978021978022,0.9285714285714286,1.0
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,rare_standardized_distance,3,0.4505494505494505,0.4285714285714286,0.7857142857142857,1.0
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,standardized_prototype_margin,3,0.8571428571428572,0.7142857142857142,0.9642857142857142,1.0
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,rare_prototype_distance,3,0.4505494505494505,0.4285714285714286,0.7857142857142857,1.0
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,nearest_nonrare_distance,3,0.4505494505494505,-0.2857142857142857,0.5714285714285714,0.6666666666666666
tabula_sapiens_stomach,0.10,H2_true_rescued_vs_unrescued,prototype_margin,3,1.0,0.8241758241758241,1.0,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,rare_membership_score,3,0.9999476055747669,0.9993113875540784,1.0,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,rare_standardized_distance,3,0.9993712668972021,0.9928444184967291,0.9996856334486011,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,standardized_prototype_margin,3,1.0,0.9989521114953368,1.0,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,rare_prototype_distance,3,0.9993712668972021,0.9928444184967291,0.9996856334486011,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,3,0.8244337659615875,0.6798176674001886,0.9559886828041497,1.0
tabula_sapiens_stomach,0.10,H3a_true_rescued_vs_non_target,prototype_margin,3,1.0,0.9999700603284383,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,rare_membership_score,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,3,1.0,0.9047619047619048,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,3,1.0,0.9047619047619048,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,0.10,H3b_true_rescued_vs_closest_competitor,prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,rare_membership_score,3,0.8611111111111112,0.7142857142857142,0.875,1.0
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,rare_rank,3,-0.0,-0.0714285714285714,0.33333333333333337,0.3333333333333333
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,3,0.8571428571428572,0.8055555555555556,0.875,1.0
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,3,0.8333333333333333,0.7428571428571429,1.0,1.0
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,3,0.8571428571428572,0.8055555555555556,0.875,1.0
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,3,-0.375,-0.48571428571428577,0.25,0.3333333333333333
tabula_sapiens_stomach,all,H1_baseline_correct_vs_true_rescued,prototype_margin,3,0.7777777777777777,0.48571428571428577,0.875,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,rare_membership_score,3,0.9407407407407407,0.9384615384615385,1.0,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,rare_standardized_distance,3,0.7037037037037037,0.2857142857142857,0.7846153846153846,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,standardized_prototype_margin,3,0.8571428571428572,0.8222222222222222,0.9692307692307693,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,rare_prototype_distance,3,0.7037037037037037,0.2857142857142857,0.7846153846153846,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,nearest_nonrare_distance,3,0.07692307692307687,0.0714285714285714,0.24444444444444446,1.0
tabula_sapiens_stomach,all,H2_true_rescued_vs_unrescued,prototype_margin,3,1.0,0.9555555555555555,1.0,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,rare_membership_score,3,0.9998369951214969,0.999832337839254,1.0,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,rare_standardized_distance,3,0.9990569003458032,0.9986587027140312,0.9993945533084169,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,standardized_prototype_margin,3,0.9996646756785077,0.9992315484299137,0.9996856334486011,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,rare_prototype_distance,3,0.9990569003458032,0.9986587027140312,0.9993945533084169,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,3,0.868385203814314,0.8245834643193963,0.9362883789164833,1.0
tabula_sapiens_stomach,all,H3a_true_rescued_vs_non_target,prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,rare_membership_score,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,rare_rank,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,3,1.0,1.0,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,3,1.0,0.7740384615384615,1.0,1.0
tabula_sapiens_stomach,all,H3b_true_rescued_vs_closest_competitor,prototype_margin,3,1.0,1.0,1.0,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,rare_membership_score,2,0.9201298701298701,0.9181818181818182,0.922077922077922,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,rare_rank,2,0.9761363636363636,0.975,0.9772727272727273,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,rare_standardized_distance,2,0.8318181818181818,0.8181818181818181,0.8454545454545455,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,standardized_prototype_margin,2,0.9792207792207792,0.9675324675324675,0.990909090909091,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,rare_prototype_distance,2,0.8318181818181818,0.8181818181818181,0.8454545454545455,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,nearest_nonrare_distance,2,0.4564935064935065,0.42207792207792205,0.49090909090909096,1.0
mouse_lung_tms_10x,0.01,H2_true_rescued_vs_unrescued,prototype_margin,2,1.0,1.0,1.0,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,rare_membership_score,2,0.9956282319504204,0.9930525401650021,0.9982039237358387,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,rare_rank,2,0.9996200607902735,0.9992401215805471,1.0,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,rare_standardized_distance,2,0.9896972328583271,0.9843682153712549,0.9950262503453993,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,standardized_prototype_margin,2,0.9994276240476849,0.9991315675206254,0.9997236805747445,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,rare_prototype_distance,2,0.9896972328583271,0.9843682153712549,0.9950262503453993,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,nearest_nonrare_distance,2,0.7625133225437177,0.746634824142423,0.7783918209450125,1.0
mouse_lung_tms_10x,0.01,H3a_true_rescued_vs_non_target,prototype_margin,2,0.9997927604310584,0.9995855208621167,1.0,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,rare_membership_score,2,0.9456140534177542,0.9173553719008265,0.9738727349346818,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,rare_rank,2,1.0,1.0,1.0,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,rare_standardized_distance,2,0.8874354393260266,0.8347107438016529,0.9401601348504003,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,standardized_prototype_margin,2,0.9900499071858686,0.9834710743801653,0.9966287399915719,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,rare_prototype_distance,2,0.8874354393260266,0.8347107438016529,0.9401601348504003,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,nearest_nonrare_distance,2,0.6188316912371619,0.5537190082644627,0.683944374209861,1.0
mouse_lung_tms_10x,0.01,H3b_true_rescued_vs_closest_competitor,prototype_margin,2,1.0,1.0,1.0,1.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,rare_membership_score,1,0.7428571428571429,0.7428571428571429,0.7428571428571429,1.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,rare_rank,1,-0.0,-0.0,-0.0,0.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,rare_standardized_distance,1,0.4571428571428572,0.4571428571428572,0.4571428571428572,1.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,standardized_prototype_margin,1,0.9428571428571428,0.9428571428571428,0.9428571428571428,1.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,rare_prototype_distance,1,0.4571428571428572,0.4571428571428572,0.4571428571428572,1.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,nearest_nonrare_distance,1,0.10476190476190483,0.10476190476190483,0.10476190476190483,1.0
mouse_lung_tms_10x,0.10,H1_baseline_correct_vs_true_rescued,prototype_margin,1,0.638095238095238,0.638095238095238,0.638095238095238,1.0
mouse_lung_tms_10x,0.10,H2_true_rescued_vs_unrescued,rare_membership_score,1,0.7575757575757576,0.7575757575757576,0.7575757575757576,1.0
mouse_lung_tms_10x,0.10,H2_true_rescued_vs_unrescued,rare_rank,1,0.9545454545454546,0.9545454545454546,0.9545454545454546,1.0
