dataset,seed,rare_train_size,primary_group,metric,n,median,q25,q75
mouse_pancreas_tms_10x,44,0.05,baseline_correct_rare,standardized_prototype_margin,59,0.000685713016383982,-0.40481199652777566,0.288078381696913
mouse_pancreas_tms_10x,44,0.10,non_target,standardized_prototype_margin,864,-1.5923701080458355,-1.7897263294802608,-1.401040377563203
mouse_pancreas_tms_10x,44,0.10,baseline_correct_rare,standardized_prototype_margin,61,0.061790660670452136,-0.12310664997720089,0.2065119294629456
mouse_pancreas_tms_10x,44,0.10,unrescued_rare,standardized_prototype_margin,10,-0.541339343449172,-0.7147563963235504,-0.42363912890749617
mouse_pancreas_tms_10x,44,all,non_target,standardized_prototype_margin,864,-1.7622517306727414,-2.080823167017956,-1.5019975466743132
mouse_pancreas_tms_10x,44,all,baseline_correct_rare,standardized_prototype_margin,67,0.1880753699381459,-0.1646943015643858,0.40576741568051383
mouse_pancreas_tms_10x,44,all,unrescued_rare,standardized_prototype_margin,4,-0.6521330854162061,-1.0100621839151052,-0.5337626860827643
immune_dc,42,0.01,non_target,rare_prototype_distance,6004,6.324325520996453,5.83608410181982,6.893870750145221
immune_dc,42,0.01,true_rescued_rare,rare_prototype_distance,107,3.949102538133904,3.496188622434329,4.339118982831716
immune_dc,42,0.01,unrescued_rare,rare_prototype_distance,23,4.7276556726159225,4.196406986036385,5.105339004741775
immune_dc,42,0.05,non_target,rare_prototype_distance,6004,6.4154382752066805,5.89717763184148,6.975369949837699
immune_dc,42,0.05,baseline_correct_rare,rare_prototype_distance,94,2.4989561340784716,2.1178830434261817,2.85882073691402
immune_dc,42,0.05,unrescued_rare,rare_prototype_distance,13,4.558899234594978,4.034378094873458,5.09833471109445
immune_dc,42,0.05,true_rescued_rare,rare_prototype_distance,23,3.375192285626247,3.0812291278763713,3.658737356506054
immune_dc,42,0.10,non_target,rare_prototype_distance,6004,6.552534569568916,6.042669574725026,7.100041885420404
immune_dc,42,0.10,baseline_correct_rare,rare_prototype_distance,103,2.66877209113789,2.254970175017203,3.101937810535296
immune_dc,42,0.10,unrescued_rare,rare_prototype_distance,15,4.679036924918677,4.311055563982251,5.442245285986992
immune_dc,42,0.10,true_rescued_rare,rare_prototype_distance,12,3.5804642546017336,3.4988386678129118,3.9090248405314334
immune_dc,42,all,non_target,rare_prototype_distance,6004,6.392216754436289,5.878571956071222,6.965418447471448
immune_dc,42,all,baseline_correct_rare,rare_prototype_distance,117,2.5362801792770684,2.095430842911257,2.939082621546129
immune_dc,42,all,unrescued_rare,rare_prototype_distance,9,4.6040413006469505,4.198500328127618,5.0295869129177655
immune_dc,42,all,true_rescued_rare,rare_prototype_distance,4,3.6420971021864146,3.578184914909704,4.085115628825716
immune_dc,43,0.01,non_target,rare_prototype_distance,6004,6.41390854764613,5.86353237444754,6.998485713422937
immune_dc,43,0.01,true_rescued_rare,rare_prototype_distance,114,3.1363005611970056,2.82124705965287,3.503554773292714
immune_dc,43,0.01,unrescued_rare,rare_prototype_distance,16,4.548556886841236,4.321004570942165,4.913936493242544
immune_dc,43,0.05,non_target,rare_prototype_distance,6004,6.483323031721536,5.985611761734005,7.061267825094116
immune_dc,43,0.05,baseline_correct_rare,rare_prototype_distance,105,2.433054217700248,2.138736901612093,2.900075640804716
immune_dc,43,0.05,unrescued_rare,rare_prototype_distance,13,4.286186687628178,3.9572956735219327,5.154970146643228
immune_dc,43,0.05,true_rescued_rare,rare_prototype_distance,12,3.5479926967768534,3.4367949580740094,3.7935123197908878
immune_dc,43,0.10,non_target,rare_prototype_distance,6004,6.324014009557439,5.852525294754609,6.8569885457067885
immune_dc,43,0.10,baseline_correct_rare,rare_prototype_distance,113,2.4805650866270463,2.162360956909696,2.8791462345833
immune_dc,43,0.10,unrescued_rare,rare_prototype_distance,9,4.712463936292888,4.004805026535589,4.837800377686931
immune_dc,43,0.10,true_rescued_rare,rare_prototype_distance,8,3.457697699844532,3.3487889295420707,3.805451241122947
immune_dc,43,all,non_target,rare_prototype_distance,6004,6.467693700928365,5.967772601647836,7.00719034507328
immune_dc,43,all,baseline_correct_rare,rare_prototype_distance,119,2.340354856204528,2.0337925050708607,2.865769644416152
immune_dc,43,all,unrescued_rare,rare_prototype_distance,9,4.042659238287223,3.750802753531248,4.806137370639559
immune_dc,43,all,true_rescued_rare,rare_prototype_distance,2,4.607948461856051,4.29627975012462,4.91961717358748
immune_dc,44,0.01,non_target,rare_prototype_distance,6004,6.5446183607466475,6.0422754063764055,7.124241806407421
immune_dc,44,0.01,true_rescued_rare,rare_prototype_distance,117,3.5328627807744715,3.149590174338046,3.9487764004372896
immune_dc,44,0.01,unrescued_rare,rare_prototype_distance,13,4.979640141001285,4.439530269914937,5.162617695492033
immune_dc,44,0.05,non_target,rare_prototype_distance,6004,6.742297085128935,6.213101248907276,7.341982449772695
immune_dc,44,0.05,baseline_correct_rare,rare_prototype_distance,103,2.7826837901402293,2.319175520758471,3.2049399582578326
immune_dc,44,0.05,unrescued_rare,rare_prototype_distance,10,4.570937295632799,4.166984436013022,5.443046426882105
immune_dc,44,0.05,true_rescued_rare,rare_prototype_distance,17,3.621502485951978,3.5101833244083713,3.777831831473731
immune_dc,44,0.10,non_target,rare_prototype_distance,6004,6.653801558879334,6.137836036816706,7.230103120772094
immune_dc,44,0.10,baseline_correct_rare,rare_prototype_distance,111,2.4544401150299637,2.1148781652790816,2.8714377496609083
immune_dc,44,0.10,unrescued_rare,rare_prototype_distance,9,4.674442867085875,4.482529835304319,5.646506221153599
immune_dc,44,0.10,true_rescued_rare,rare_prototype_distance,10,3.8507650330404437,3.5731919097412606,3.9885855747052013
immune_dc,44,all,non_target,rare_prototype_distance,6004,6.451927297540588,5.939463789944329,7.056995241722397
immune_dc,44,all,baseline_correct_rare,rare_prototype_distance,120,2.539121949310605,2.15992961914693,2.948260430770374
immune_dc,44,all,unrescued_rare,rare_prototype_distance,8,4.453670221980863,4.208179705962597,5.106198822707794
immune_dc,44,all,true_rescued_rare,rare_prototype_distance,2,3.4196150773442815,3.4006772095067546,3.4385529451818084
pancreas_baron,42,0.01,non_target,rare_prototype_distance,1638,7.287405225470074,6.7804732540244395,8.281404991895855
pancreas_baron,42,0.01,unrescued_rare,rare_prototype_distance,21,5.739219486224944,5.3533252997837835,5.979659590060199
pancreas_baron,42,0.01,true_rescued_rare,rare_prototype_distance,54,4.903236521393036,4.522354287348418,5.2277356977056755
pancreas_baron,42,0.01,baseline_correct_rare,rare_prototype_distance,11,4.952013552468914,4.6234706866528335,5.171395965828938
pancreas_baron,42,0.05,non_target,rare_prototype_distance,1638,7.287405225470074,6.7804732540244395,8.281404991895855
pancreas_baron,42,0.05,unrescued_rare,rare_prototype_distance,21,5.739219486224944,5.3533252997837835,5.979659590060199
pancreas_baron,42,0.05,true_rescued_rare,rare_prototype_distance,54,4.903236521393036,4.522354287348418,5.2277356977056755
pancreas_baron,42,0.05,baseline_correct_rare,rare_prototype_distance,11,4.952013552468914,4.6234706866528335,5.171395965828938
pancreas_baron,42,0.10,non_target,rare_prototype_distance,1638,6.999195327459292,6.492946801181734,7.912687098036896
pancreas_baron,42,0.10,unrescued_rare,rare_prototype_distance,24,5.374950069418194,5.14087100424182,5.795100111575744
pancreas_baron,42,0.10,baseline_correct_rare,rare_prototype_distance,57,4.502354259903388,4.176464298828323,5.071490752119167
pancreas_baron,42,0.10,true_rescued_rare,rare_prototype_distance,5,4.781082481329568,4.623267474246349,5.313978661623003
pancreas_baron,42,all,non_target,rare_prototype_distance,1638,6.034416365520483,5.392721218404615,7.322443548846456
pancreas_baron,42,all,baseline_correct_rare,rare_prototype_distance,80,3.787116337999065,3.369332731286702,4.670546287010763
pancreas_baron,42,all,unrescued_rare,rare_prototype_distance,6,4.710993808574392,4.410751623732661,5.016493630988519
pancreas_baron,43,0.01,non_target,rare_prototype_distance,1638,6.1584768165278,5.597405915322316,7.229100464870952
pancreas_baron,43,0.01,unrescued_rare,rare_prototype_distance,74,4.446743952497439,3.869348598608603,5.174851143411811
pancreas_baron,43,0.01,baseline_correct_rare,rare_prototype_distance,12,4.078362476084774,3.485808618303297,4.517376077846723
pancreas_baron,43,0.05,non_target,rare_prototype_distance,1638,6.1584768165278,5.597405915322316,7.229100464870952
pancreas_baron,43,0.05,unrescued_rare,rare_prototype_distance,74,4.446743952497439,3.869348598608603,5.174851143411811
pancreas_baron,43,0.05,baseline_correct_rare,rare_prototype_distance,12,4.078362476084774,3.485808618303297,4.517376077846723
pancreas_baron,43,0.10,non_target,rare_prototype_distance,1638,5.67714161762838,5.009627698388844,6.947578445774678
pancreas_baron,43,0.10,baseline_correct_rare,rare_prototype_distance,57,4.094601217688643,3.5156517896996227,4.796340270435362
pancreas_baron,43,0.10,unrescued_rare,rare_prototype_distance,18,5.353875468234779,4.24971120109704,5.896782364157525
pancreas_baron,43,0.10,true_rescued_rare,rare_prototype_distance,11,3.8312822873493375,3.602162511257011,3.9447229829815305
pancreas_baron,43,all,non_target,rare_prototype_distance,1638,5.80901311521213,5.261200512462932,7.17476235367536
pancreas_baron,43,all,baseline_correct_rare,rare_prototype_distance,77,3.8225081185398126,3.306974581468602,4.423306511459822
pancreas_baron,43,all,unrescued_rare,rare_prototype_distance,9,4.759419823479339,4.197358972001173,5.3037872030321385
pancreas_baron,44,0.01,non_target,rare_prototype_distance,1638,6.069883936283029,5.2876897857114376,7.4846334299900175
pancreas_baron,44,0.01,unrescued_rare,rare_prototype_distance,42,3.933526052999682,3.3727891813722444,4.603446982964796
pancreas_baron,44,0.01,baseline_correct_rare,rare_prototype_distance,44,3.4428290386534224,2.910322535060373,4.023358728619537
pancreas_baron,44,0.05,non_target,rare_prototype_distance,1638,6.069883936283029,5.2876897857114376,7.4846334299900175
pancreas_baron,44,0.05,unrescued_rare,rare_prototype_distance,42,3.933526052999682,3.3727891813722444,4.603446982964796
pancreas_baron,44,0.05,baseline_correct_rare,rare_prototype_distance,44,3.4428290386534224,2.910322535060373,4.023358728619537
pancreas_baron,44,0.10,non_target,rare_prototype_distance,1638,6.195279206390651,5.558033077017062,7.51214816651305
pancreas_baron,44,0.10,baseline_correct_rare,rare_prototype_distance,71,3.6563649512083587,3.3701842895665193,4.04167821803822
pancreas_baron,44,0.10,unrescued_rare,rare_prototype_distance,15,4.666518022313488,4.346128904281142,4.826157957567295
pancreas_baron,44,all,non_target,rare_prototype_distance,1638,5.688245015600343,4.934693095868171,6.986987096364288
pancreas_baron,44,all,baseline_correct_rare,rare_prototype_distance,74,3.7352143096723087,3.1357299615131384,4.378764623539684
pancreas_baron,44,all,unrescued_rare,rare_prototype_distance,12,4.336445601789556,4.157915341326964,4.496877462527723
pancreas_integrated,42,0.01,non_target,rare_prototype_distance,1701,7.662446719289045,7.267487942857757,8.0536889305373
pancreas_integrated,42,0.01,baseline_correct_rare,rare_prototype_distance,23,3.4177762706078685,3.1760773913286813,3.8963061763188227
pancreas_integrated,42,0.05,non_target,rare_prototype_distance,1701,7.493065153740748,7.073386422331336,7.876596540451298
pancreas_integrated,42,0.05,baseline_correct_rare,rare_prototype_distance,23,3.0133890344461696,2.7129884429735034,3.5350661605816627
pancreas_integrated,42,0.10,non_target,rare_prototype_distance,1701,7.763223231097009,7.400960781117633,8.145981240729213
pancreas_integrated,42,0.10,baseline_correct_rare,rare_prototype_distance,23,3.389783805296864,3.0087916705015765,3.8671781134593544
pancreas_integrated,42,all,non_target,rare_prototype_distance,1701,7.8442767052785225,7.451360227470089,8.222628584002742
pancreas_integrated,42,all,baseline_correct_rare,rare_prototype_distance,23,3.169990834065078,2.845800925563295,3.7524847075935748
pancreas_integrated,43,0.01,non_target,rare_prototype_distance,1701,8.074610065975394,7.576023167115379,8.597938656181444
pancreas_integrated,43,0.01,baseline_correct_rare,rare_prototype_distance,23,3.434128375142642,3.1470221835375893,3.916999240811036
pancreas_integrated,43,0.05,non_target,rare_prototype_distance,1701,7.9594188337422835,7.425650496315321,8.449064047026377
pancreas_integrated,43,0.05,baseline_correct_rare,rare_prototype_distance,23,3.6360526668673083,3.3718437512414785,3.908059481777517
pancreas_integrated,43,0.10,non_target,rare_prototype_distance,1701,8.095507752185414,7.641734472783271,8.527441288769026
pancreas_integrated,43,0.10,baseline_correct_rare,rare_prototype_distance,23,4.1384979933348545,3.7336898722047014,4.406354690970448
pancreas_integrated,43,all,non_target,rare_prototype_distance,1701,7.6373173328071875,7.166806319821237,8.114581129535381
pancreas_integrated,43,all,baseline_correct_rare,rare_prototype_distance,23,3.2712833365822798,3.0186405939633065,3.6379438064878924
pancreas_integrated,44,0.01,non_target,rare_prototype_distance,1701,7.901068528697505,7.469582505210521,8.323775093128225
pancreas_integrated,44,0.01,true_rescued_rare,rare_prototype_distance,23,3.599520667515832,3.153867120642155,4.098191899679046
pancreas_integrated,44,0.05,non_target,rare_prototype_distance,1701,7.713560857538725,7.323344002610066,8.101593053286924
pancreas_integrated,44,0.05,baseline_correct_rare,rare_prototype_distance,23,3.3652643596083434,3.010002601543472,3.762853348092958
pancreas_integrated,44,0.10,non_target,rare_prototype_distance,1701,8.299504739528436,7.911068208899051,8.659063610558336
pancreas_integrated,44,0.10,baseline_correct_rare,rare_prototype_distance,23,3.3697183339802534,3.072442317605113,3.791556418756669
pancreas_integrated,44,all,non_target,rare_prototype_distance,1701,7.9603543206396346,7.535462909416071,8.337870470694222
pancreas_integrated,44,all,baseline_correct_rare,rare_prototype_distance,23,3.026695647863902,2.8094725983634845,3.5480092846458877
tabula_lung_endo,42,0.01,non_target,rare_prototype_distance,1716,8.856104064366082,8.240381602015663,9.460789451955723
tabula_lung_endo,42,0.01,true_rescued_rare,rare_prototype_distance,65,5.246620493689705,4.55907770744212,6.3405043466750275
tabula_lung_endo,42,0.05,non_target,rare_prototype_distance,1716,9.306495065145537,8.750977587786336,9.90041251321127
tabula_lung_endo,42,0.05,true_rescued_rare,rare_prototype_distance,32,4.862765762269657,4.312276621697822,5.772367777218506
tabula_lung_endo,42,0.05,baseline_correct_rare,rare_prototype_distance,33,4.391118353532967,3.5416457050174155,5.195920784055797
tabula_lung_endo,42,0.10,non_target,rare_prototype_distance,1716,9.27097607849373,8.69904047616231,9.8557792876039
tabula_lung_endo,42,0.10,baseline_correct_rare,rare_prototype_distance,64,4.3841367626040935,3.787129433945817,5.5641908455317965
tabula_lung_endo,42,0.10,unrescued_rare,rare_prototype_distance,1,9.189802735799361,9.189802735799361,9.189802735799361
tabula_lung_endo,42,all,non_target,rare_prototype_distance,1716,8.937258347833943,8.42308308321932,9.52442654952987
tabula_lung_endo,42,all,baseline_correct_rare,rare_prototype_distance,65,3.9034028607285336,3.400058101955333,5.169933031875457
tabula_lung_endo,43,0.01,non_target,rare_prototype_distance,1716,9.531136405840275,9.000547475132635,10.164983550922956
tabula_lung_endo,43,0.01,true_rescued_rare,rare_prototype_distance,56,5.163477384316723,4.5890282364816315,6.280716262776964
tabula_lung_endo,43,0.01,baseline_correct_rare,rare_prototype_distance,7,3.6783375541791776,2.970392631252179,4.4970348791465025
tabula_lung_endo,43,0.01,unrescued_rare,rare_prototype_distance,2,9.038733832430655,8.998840938146236,9.078626726715072
tabula_lung_endo,43,0.05,non_target,rare_prototype_distance,1716,8.604518439201955,8.032329438198527,9.234283057113386
tabula_lung_endo,43,0.05,baseline_correct_rare,rare_prototype_distance,60,4.332953064162005,3.81329286450425,5.464270943447649
tabula_lung_endo,43,0.05,true_rescued_rare,rare_prototype_distance,5,5.397921693226333,5.305371952723378,7.614931223047009
tabula_lung_endo,43,0.10,non_target,rare_prototype_distance,1716,9.212568685642577,8.592998585518341,9.88100562327714
tabula_lung_endo,43,0.10,baseline_correct_rare,rare_prototype_distance,63,4.81924837463909,3.803939466074505,5.697367908449003
tabula_lung_endo,43,0.10,unrescued_rare,rare_prototype_distance,2,8.602554392340625,8.510162138473227,8.694946646208024
tabula_lung_endo,43,all,non_target,rare_prototype_distance,1716,8.693375079904786,8.131577324475751,9.344408217480433
tabula_lung_endo,43,all,baseline_correct_rare,rare_prototype_distance,65,4.420201786706731,3.757545046586762,5.487234636336034
tabula_lung_endo,44,0.01,non_target,rare_prototype_distance,1716,8.977815819784121,8.474878926150243,9.4752199046823
tabula_lung_endo,44,0.01,true_rescued_rare,rare_prototype_distance,23,6.344422473445593,5.360310330618697,7.724871110296648
tabula_lung_endo,44,0.01,baseline_correct_rare,rare_prototype_distance,40,4.399829444684601,3.8559732236087148,5.236887151530874
tabula_lung_endo,44,0.01,unrescued_rare,rare_prototype_distance,2,9.500495245859703,9.326612368592222,9.674378123127184
tabula_lung_endo,44,0.05,non_target,rare_prototype_distance,1716,8.834587595746413,8.356547753414215,9.31798307888498
tabula_lung_endo,44,0.05,baseline_correct_rare,rare_prototype_distance,59,4.3729712220797,3.7331443407983365,5.479854704451204
tabula_lung_endo,44,0.05,true_rescued_rare,rare_prototype_distance,6,8.402268697708184,7.767648474469977,8.50468295045065
tabula_lung_endo,44,0.10,non_target,rare_prototype_distance,1716,8.900766935808761,8.411164757108562,9.442066426334428
tabula_lung_endo,44,0.10,baseline_correct_rare,rare_prototype_distance,63,4.2373462731375575,3.718831710130141,5.5050692774886
tabula_lung_endo,44,0.10,unrescued_rare,rare_prototype_distance,2,9.101412907221192,8.822681940121686,9.380143874320698
tabula_lung_endo,44,all,non_target,rare_prototype_distance,1716,8.829435531300533,8.376278044409267,9.328708687989277
tabula_lung_endo,44,all,baseline_correct_rare,rare_prototype_distance,63,4.1541120022355456,3.5839228557125766,5.464649393221461
tabula_lung_endo,44,all,unrescued_rare,rare_prototype_distance,2,8.723995301358613,8.523818593085473,8.924172009631754
tabula_sapiens_stomach,42,0.01,non_target,rare_prototype_distance,9543,9.023407540038152,8.60047325161445,9.47079187764573
tabula_sapiens_stomach,42,0.01,baseline_correct_rare,rare_prototype_distance,12,4.973373212588362,4.448584938617279,5.342135753246833
tabula_sapiens_stomach,42,0.01,unrescued_rare,rare_prototype_distance,13,7.98269288755731,6.549087396904007,8.476376913719273
tabula_sapiens_stomach,42,0.01,true_rescued_rare,rare_prototype_distance,7,6.479725443897619,6.467909748396192,7.055108552569355
tabula_sapiens_stomach,42,0.05,non_target,rare_prototype_distance,9543,9.023407540038152,8.60047325161445,9.47079187764573
tabula_sapiens_stomach,42,0.05,baseline_correct_rare,rare_prototype_distance,12,4.973373212588362,4.448584938617279,5.342135753246833
tabula_sapiens_stomach,42,0.05,unrescued_rare,rare_prototype_distance,13,7.98269288755731,6.549087396904007,8.476376913719273
tabula_sapiens_stomach,42,0.05,true_rescued_rare,rare_prototype_distance,7,6.479725443897619,6.467909748396192,7.055108552569355
tabula_sapiens_stomach,42,0.10,non_target,rare_prototype_distance,9543,9.023407540038152,8.60047325161445,9.47079187764573
tabula_sapiens_stomach,42,0.10,baseline_correct_rare,rare_prototype_distance,12,4.973373212588362,4.448584938617279,5.342135753246833
tabula_sapiens_stomach,42,0.10,unrescued_rare,rare_prototype_distance,13,7.98269288755731,6.549087396904007,8.476376913719273
tabula_sapiens_stomach,42,0.10,true_rescued_rare,rare_prototype_distance,7,6.479725443897619,6.467909748396192,7.055108552569355
tabula_sapiens_stomach,42,all,non_target,rare_prototype_distance,9543,8.889437432062783,8.46343086619629,9.33875687933745
tabula_sapiens_stomach,42,all,true_rescued_rare,rare_prototype_distance,9,6.158832519808511,5.570432863941835,6.417904259474964
tabula_sapiens_stomach,42,all,unrescued_rare,rare_prototype_distance,15,8.038299422883348,6.572231064061525,8.575390275631804
tabula_sapiens_stomach,42,all,baseline_correct_rare,rare_prototype_distance,8,4.510678432995265,4.026344237025175,4.974155358620746
tabula_sapiens_stomach,43,0.01,non_target,rare_prototype_distance,9543,10.402825663646446,9.971512673201307,10.809287852605758
tabula_sapiens_stomach,43,0.01,baseline_correct_rare,rare_prototype_distance,17,6.224854664236774,5.100520159729404,6.6744410914163845
tabula_sapiens_stomach,43,0.01,unrescued_rare,rare_prototype_distance,14,9.459445533248733,7.432970677791684,9.78712427225243
tabula_sapiens_stomach,43,0.01,true_rescued_rare,rare_prototype_distance,1,7.6072263761956815,7.6072263761956815,7.6072263761956815
tabula_sapiens_stomach,43,0.05,non_target,rare_prototype_distance,9543,10.402825663646446,9.971512673201307,10.809287852605758
tabula_sapiens_stomach,43,0.05,baseline_correct_rare,rare_prototype_distance,17,6.224854664236774,5.100520159729404,6.6744410914163845
tabula_sapiens_stomach,43,0.05,unrescued_rare,rare_prototype_distance,14,9.459445533248733,7.432970677791684,9.78712427225243
tabula_sapiens_stomach,43,0.05,true_rescued_rare,rare_prototype_distance,1,7.6072263761956815,7.6072263761956815,7.6072263761956815
tabula_sapiens_stomach,43,0.10,non_target,rare_prototype_distance,9543,10.402825663646446,9.971512673201307,10.809287852605758
tabula_sapiens_stomach,43,0.10,baseline_correct_rare,rare_prototype_distance,17,6.224854664236774,5.100520159729404,6.6744410914163845
tabula_sapiens_stomach,43,0.10,unrescued_rare,rare_prototype_distance,14,9.459445533248733,7.432970677791684,9.78712427225243
tabula_sapiens_stomach,43,0.10,true_rescued_rare,rare_prototype_distance,1,7.6072263761956815,7.6072263761956815,7.6072263761956815
tabula_sapiens_stomach,43,all,non_target,rare_prototype_distance,9543,9.570645443413007,9.114771116764011,9.9988302182373
tabula_sapiens_stomach,43,all,baseline_correct_rare,rare_prototype_distance,16,5.190306087662986,4.358739504429306,5.642864809213581
tabula_sapiens_stomach,43,all,unrescued_rare,rare_prototype_distance,14,8.821992873798383,6.516493230501219,9.184515135030733
tabula_sapiens_stomach,43,all,true_rescued_rare,rare_prototype_distance,2,6.707655050946325,6.695027176105212,6.72028292578744
tabula_sapiens_stomach,44,0.01,non_target,rare_prototype_distance,9543,9.284406631372603,8.729322948331326,9.83276189124512
tabula_sapiens_stomach,44,0.01,true_rescued_rare,rare_prototype_distance,4,5.873066799535222,5.266864101360344,6.396009377769267
tabula_sapiens_stomach,44,0.01,unrescued_rare,rare_prototype_distance,14,9.529957821773502,7.138035229833527,10.173070947758799
tabula_sapiens_stomach,44,0.01,baseline_correct_rare,rare_prototype_distance,14,4.861196635532469,4.5449084723164646,5.351594873952417
tabula_sapiens_stomach,44,0.05,non_target,rare_prototype_distance,9543,9.284406631372603,8.729322948331326,9.83276189124512
tabula_sapiens_stomach,44,0.05,true_rescued_rare,rare_prototype_distance,4,5.873066799535222,5.266864101360344,6.396009377769267
tabula_sapiens_stomach,44,0.05,unrescued_rare,rare_prototype_distance,14,9.529957821773502,7.138035229833527,10.173070947758799
tabula_sapiens_stomach,44,0.05,baseline_correct_rare,rare_prototype_distance,14,4.861196635532469,4.5449084723164646,5.351594873952417
tabula_sapiens_stomach,44,0.10,non_target,rare_prototype_distance,9543,9.284406631372603,8.729322948331326,9.83276189124512
tabula_sapiens_stomach,44,0.10,true_rescued_rare,rare_prototype_distance,4,5.873066799535222,5.266864101360344,6.396009377769267
tabula_sapiens_stomach,44,0.10,unrescued_rare,rare_prototype_distance,14,9.529957821773502,7.138035229833527,10.173070947758799
tabula_sapiens_stomach,44,0.10,baseline_correct_rare,rare_prototype_distance,14,4.861196635532469,4.5449084723164646,5.351594873952417
tabula_sapiens_stomach,44,all,non_target,rare_prototype_distance,9543,9.132906807870809,8.568272711228946,9.691731769654691
tabula_sapiens_stomach,44,all,true_rescued_rare,rare_prototype_distance,5,6.320173536509233,5.911341982996486,6.373587386930476
tabula_sapiens_stomach,44,all,unrescued_rare,rare_prototype_distance,13,9.871647961200319,7.65876904545189,10.32209294488835
tabula_sapiens_stomach,44,all,baseline_correct_rare,rare_prototype_distance,14,4.373477527441401,4.004550097253872,5.0557292078502805
tabula_small_intestine,42,0.01,non_target,rare_prototype_distance,6288,9.244012764517556,8.82599914875184,9.69555881632009
tabula_small_intestine,42,0.01,baseline_correct_rare,rare_prototype_distance,65,3.0973355339465467,2.5656198358479396,3.479556743892488
tabula_small_intestine,42,0.05,non_target,rare_prototype_distance,6288,8.827227322856626,8.441423883635917,9.231797050400464
tabula_small_intestine,42,0.05,baseline_correct_rare,rare_prototype_distance,65,3.207996738605709,2.7342790229393783,3.6263296431562297
tabula_small_intestine,42,0.10,non_target,rare_prototype_distance,6288,8.748050040459933,8.36570807211515,9.166435566908348
tabula_small_intestine,42,0.10,baseline_correct_rare,rare_prototype_distance,65,3.325438293279221,2.9262714116132678,3.7470449141158615
tabula_small_intestine,42,all,non_target,rare_prototype_distance,6288,8.677555793519652,8.273660668811367,9.13202338982569
tabula_small_intestine,42,all,baseline_correct_rare,rare_prototype_distance,65,3.05105663058685,2.693323614640156,3.6282897106580703
tabula_small_intestine,43,0.01,non_target,rare_prototype_distance,6288,9.08163348094046,8.699905996600432,9.522762987046264
tabula_small_intestine,43,0.01,baseline_correct_rare,rare_prototype_distance,65,3.0281345833222537,2.627347263826107,3.3975428613790166
tabula_small_intestine,43,0.05,non_target,rare_prototype_distance,6288,8.770024093465452,8.367655254045184,9.220860545522774
tabula_small_intestine,43,0.05,baseline_correct_rare,rare_prototype_distance,65,2.943810832003581,2.512312503978436,3.5395430245378656
tabula_small_intestine,43,0.10,non_target,rare_prototype_distance,6288,9.16883379504608,8.793654177418833,9.60630703760286
tabula_small_intestine,43,0.10,baseline_correct_rare,rare_prototype_distance,65,2.8024013587192202,2.4426644785052756,3.4888411791537663
tabula_small_intestine,43,all,non_target,rare_prototype_distance,6288,8.874866315045479,8.501264022060688,9.280775010028506
tabula_small_intestine,43,all,baseline_correct_rare,rare_prototype_distance,65,2.846223653789739,2.4612626895690486,3.413490850674057
tabula_small_intestine,44,0.01,non_target,rare_prototype_distance,6288,8.814512723238506,8.377564852930437,9.323562466319993
tabula_small_intestine,44,0.01,baseline_correct_rare,rare_prototype_distance,65,3.325046027084295,2.9445270936710006,3.8793787152183756
tabula_small_intestine,44,0.05,non_target,rare_prototype_distance,6288,8.629864351040563,8.199942079230475,9.102692627487004
tabula_small_intestine,44,0.05,baseline_correct_rare,rare_prototype_distance,65,3.128056020377708,2.848451489998696,3.492524616278548
tabula_small_intestine,44,0.10,non_target,rare_prototype_distance,6288,8.910113572995877,8.488013438012107,9.3551934878693
tabula_small_intestine,44,0.10,baseline_correct_rare,rare_prototype_distance,65,3.161490377873356,2.8584754937558357,3.540808748554977
tabula_small_intestine,44,all,non_target,rare_prototype_distance,6288,8.598499463676564,8.183789502342464,9.063822388633772
tabula_small_intestine,44,all,baseline_correct_rare,rare_prototype_distance,65,3.132750330815864,2.740131919624728,3.529475017755335
mouse_lung_tms_10x,42,0.01,non_target,rare_prototype_distance,1316,7.50779785968735,5.887706287277912,8.124047101969563
mouse_lung_tms_10x,42,0.01,unrescued_rare,rare_prototype_distance,44,3.9681648759330654,3.500658358161795,4.427398335986399
mouse_lung_tms_10x,42,0.01,true_rescued_rare,rare_prototype_distance,7,3.0918400350493602,3.0840072903951627,3.2254973775337294
mouse_lung_tms_10x,42,0.05,non_target,rare_prototype_distance,1316,7.188024551321182,5.991646665135405,7.811053934719391
mouse_lung_tms_10x,42,0.05,unrescued_rare,rare_prototype_distance,51,3.270305616375799,2.9591109394620068,3.573161513729156
mouse_lung_tms_10x,42,0.10,non_target,rare_prototype_distance,1316,7.2945192399847425,5.999391250210676,7.907457536409398
mouse_lung_tms_10x,42,0.10,unrescued_rare,rare_prototype_distance,22,3.4293658972459626,3.1403519026958153,3.827853311865937
mouse_lung_tms_10x,42,0.10,baseline_correct_rare,rare_prototype_distance,14,2.775645740337602,2.694390330129254,3.073336746445574
mouse_lung_tms_10x,42,0.10,true_rescued_rare,rare_prototype_distance,15,3.15502671455081,2.8943165122334182,3.412921489314412
mouse_lung_tms_10x,42,all,non_target,rare_prototype_distance,1316,7.104402587429519,5.898948963689609,7.660982974999305
