dataset,seed,rare_train_size,contrast,left_group,right_group,metric,n_left,n_right,median_left,median_right,raw_median_difference,raw_cliffs_delta,hypothesis_direction,oriented_median_difference,oriented_cliffs_delta
immune_dc,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,119,2,0.9999999,0.29567802,0.7043218800000001,1.0,,,
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,2,9,0.22394752700109702,0.19903765859061343,0.024909868410483593,0.5555555555555556,1.0,0.024909868410483593,0.5555555555555556
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,2,9,1.0,2.0,-1.0,-1.0,-1.0,1.0,1.0
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,2,9,1.7501101721653787,1.5354119331176308,0.21469823904774787,0.33333333333333326,-1.0,-0.21469823904774787,-0.33333333333333326
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,2,9,-0.10635533229027627,-0.4218194557502768,0.3154641234600005,1.0,1.0,0.3154641234600005,1.0
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,2,9,4.607948461856051,4.042659238287223,0.5652892235688274,0.33333333333333326,-1.0,-0.5652892235688274,-0.33333333333333326
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,2,9,5.144284693419664,3.5492135925212374,1.5950711008984264,0.8888888888888888,1.0,1.5950711008984264,0.8888888888888888
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,2,9,0.5363362315636135,-0.5290155454332908,1.0653517769969043,1.0,1.0,1.0653517769969043,1.0
immune_dc,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,2,9,0.29567802,0.026893016,0.268785004,0.7777777777777777,,,
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,2,6004,0.22394752700109702,0.07459818083139794,0.14934934616969908,0.9988341105929381,1.0,0.14934934616969908,0.9988341105929381
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,2,6004,1.0,5.0,-4.0,-0.9995003331112592,-1.0,4.0,0.9995003331112592
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,2,6004,1.7501101721653787,2.4564459932968497,-0.706335821131471,-0.9501998667554963,-1.0,0.706335821131471,0.9501998667554963
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,2,6004,-0.10635533229027627,-1.5301820591561193,1.423826726865843,0.9991672218520986,1.0,1.423826726865843,0.9991672218520986
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,2,6004,4.607948461856051,6.467693700928365,-1.8597452390723141,-0.9501998667554963,-1.0,1.8597452390723141,0.9501998667554963
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,2,6004,5.144284693419664,2.768579306320964,2.3757053870986997,0.9551965356429046,1.0,2.3757053870986997,0.9551965356429046
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,2,6004,0.5363362315636135,-3.6623690957702326,4.198705327333846,0.9995003331112591,1.0,4.198705327333846,0.9995003331112591
immune_dc,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,2,6004,0.29567802,9.16105175e-10,0.2956780190838948,0.9986675549633577,,,
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,2,1893,0.22394752700109702,0.07192643254526078,0.15202109445583623,0.9978869519281564,1.0,0.15202109445583623,0.9978869519281564
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,2,1893,1.0,5.0,-4.0,-0.9989434759640782,-1.0,4.0,0.9989434759640782
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,2,1893,1.7501101721653787,2.3794744908025427,-0.629364318637164,-0.9265715795034337,-1.0,0.629364318637164,0.9265715795034337
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,2,1893,-0.10635533229027627,-1.4542309945691136,1.3478756622788373,0.9978869519281564,1.0,1.3478756622788373,0.9978869519281564
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,2,1893,4.607948461856051,6.2650317644592155,-1.6570833026031648,-0.9265715795034337,-1.0,1.6570833026031648,0.9265715795034337
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,2,1893,5.144284693419664,2.8270595211720346,2.317225172247629,0.95351294241944,1.0,2.317225172247629,0.95351294241944
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,2,1893,0.5363362315636135,-3.4736370840656146,4.009973315629228,0.9989434759640783,1.0,4.009973315629228,0.9989434759640783
immune_dc,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,2,1893,0.29567802,6.092225e-09,0.295678013907775,0.9973586899101954,,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,0,117,,0.22299920088013014,,,1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,0,117,,1.0,,,-1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,0,117,,1.707503932691878,,,-1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,0,117,,-0.005736417235000513,,,1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,0,117,,3.5328627807744715,,,-1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,0,117,,5.413844148827985,,,1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,0,117,,1.9187083220084373,,,1.0,,
immune_dc,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,0,117,,1.9631396e-05,,,,,
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,117,13,0.22299920088013014,0.09890380156654759,0.12409539931358256,0.9710716633793557,1.0,0.12409539931358256,0.9710716633793557
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,117,13,1.0,2.0,-1.0,-1.0,-1.0,1.0,1.0
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,117,13,1.707503932691878,2.406760650433772,-0.699256717741894,-0.8724523339907955,-1.0,0.699256717741894,0.8724523339907955
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,117,13,-0.005736417235000513,-1.2933585984214848,1.2876221811864843,0.99474030243261,1.0,1.2876221811864843,0.99474030243261
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,117,13,3.5328627807744715,4.979640141001285,-1.4467773602268137,-0.8724523339907955,-1.0,1.4467773602268137,0.8724523339907955
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,117,13,5.413844148827985,3.6025696897502733,1.8112744590777115,0.8527284681130836,1.0,1.8112744590777115,0.8527284681130836
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,117,13,1.9187083220084373,-1.2952107093653344,3.2139190313737718,1.0,1.0,3.2139190313737718,1.0
immune_dc,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,117,13,1.9631396e-05,4.4042378e-07,1.919097222e-05,0.4950690335305721,,,
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,117,6004,0.22299920088013014,0.03735349945753852,0.18564570142259162,0.9997409134650974,1.0,0.18564570142259162,0.9997409134650974
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,117,6004,1.0,5.0,-4.0,-1.0,-1.0,4.0,1.0
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,117,6004,1.707503932691878,3.1631462308005647,-1.4556422981086867,-0.9916209706349614,-1.0,1.4556422981086867,0.9916209706349614
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,117,6004,-0.005736417235000513,-2.2463198667487676,2.240583449513767,0.9999373636948587,1.0,2.240583449513767,0.9999373636948587
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,117,6004,3.5328627807744715,6.5446183607466475,-3.011755579972176,-0.9916209706349614,-1.0,3.011755579972176,0.9916209706349614
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,117,6004,5.413844148827985,2.949874463677393,2.463969685150592,0.9444387502348861,1.0,2.463969685150592,0.9444387502348861
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,117,6004,1.9187083220084373,-3.5696907450162234,5.488399067024661,1.0,1.0,5.488399067024661,1.0
immune_dc,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,117,6004,1.9631396e-05,3.15363315e-09,1.9628242366849998e-05,0.6879943285672798,,,
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,117,1893,0.22299920088013014,0.03781764454322353,0.1851815563369066,0.9994401325621611,1.0,0.1851815563369066,0.9994401325621611
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,117,1893,1.0,5.0,-4.0,-1.0,-1.0,4.0,1.0
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,117,1893,1.707503932691878,3.049894042791195,-1.3423901100993172,-0.9848745490583842,-1.0,1.3423901100993172,0.9848745490583842
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,117,1893,-0.005736417235000513,-2.127138197165963,2.1214017799309626,0.9998464879605926,1.0,2.1214017799309626,0.9998464879605926
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,117,1893,3.5328627807744715,6.31029712013386,-2.777434339359388,-0.9848745490583842,-1.0,2.777434339359388,0.9848745490583842
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,117,1893,5.413844148827985,3.0192669816233755,2.3945771672046092,0.9404553889498422,1.0,2.3945771672046092,0.9404553889498422
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,117,1893,1.9187083220084373,-3.314096660311216,5.232804982319653,1.0,1.0,5.232804982319653,1.0
immune_dc,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,117,1893,1.9631396e-05,2.2972117e-08,1.9608423883e-05,0.6100613596651632,,,
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,103,17,0.3550919691413674,0.22187514312336618,0.13321682601800125,0.8023986293546546,1.0,0.13321682601800125,0.8023986293546546
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,103,17,1.0,1.0,0.0,0.0,-1.0,-0.0,-0.0
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,103,17,1.1061007875023636,1.439526390259163,-0.33342560275679944,-0.6756139348943461,-1.0,0.33342560275679944,0.6756139348943461
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,103,17,0.6893828012223526,-0.22447167761055176,0.9138544788329044,0.8892061679040548,1.0,0.9138544788329044,0.8892061679040548
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,103,17,2.7826837901402293,3.621502485951978,-0.838818695811749,-0.6756139348943461,-1.0,0.838818695811749,0.6756139348943461
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,103,17,5.927946051965287,4.655226737824248,1.272719314141039,0.8172472872644203,1.0,1.272719314141039,0.8172472872644203
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,103,17,3.171875695405067,1.0036974501213036,2.1681782452837632,0.8869217589948601,1.0,2.1681782452837632,0.8869217589948601
immune_dc,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,103,17,0.9999702,0.0644049,0.9355653,1.0,,,
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,17,10,0.22187514312336618,0.15000950373101846,0.07186563939234772,1.0,1.0,0.07186563939234772,1.0
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,17,10,1.0,2.0,-1.0,-1.0,-1.0,1.0,1.0
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,17,10,1.439526390259163,1.8169212614950325,-0.37739487123586946,-0.8588235294117648,-1.0,0.37739487123586946,0.8588235294117648
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,17,10,-0.22447167761055176,-0.8358007497859395,0.6113290721753878,1.0,1.0,0.6113290721753878,1.0
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,17,10,3.621502485951978,4.570937295632799,-0.9494348096808207,-0.8588235294117648,-1.0,0.9494348096808207,0.8588235294117648
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,17,10,4.655226737824248,3.8334630049365117,0.8217637328877361,0.7176470588235293,1.0,0.8217637328877361,0.7176470588235293
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,17,10,1.0036974501213036,-1.131215153686642,2.134912603807946,1.0,1.0,2.134912603807946,1.0
immune_dc,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,17,10,0.0644049,2.4606924000000002e-05,0.064380293076,1.0,,,
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,17,6004,0.22187514312336618,0.058929033072285295,0.1629461100510809,0.9997648626405926,1.0,0.1629461100510809,0.9997648626405926
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,17,6004,1.0,5.0,-4.0,-0.9990006662225184,-1.0,4.0,0.9990006662225184
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,17,6004,1.439526390259163,2.680024277950815,-1.2404978876916521,-0.9951600893521966,-1.0,1.2404978876916521,0.9951600893521966
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,17,6004,-0.22447167761055176,-1.7606051788026207,1.536133501192069,0.9993925618215307,1.0,1.536133501192069,0.9993925618215307
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,17,6004,3.621502485951978,6.742297085128935,-3.1207945991769566,-0.9951600893521966,-1.0,3.1207945991769566,0.9951600893521966
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,17,6004,4.655226737824248,3.0243345600277656,1.6308921777964822,0.874730571775679,1.0,1.6308921777964822,0.874730571775679
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,17,6004,1.0036974501213036,-3.7176446819196656,4.721342132040969,0.9995885096210368,1.0,4.721342132040969,0.9995885096210368
immune_dc,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,17,6004,0.0644049,1.3784924e-08,0.06440488621507601,0.9963161813692831,,,
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,17,1893,0.22187514312336618,0.057775133837778825,0.16410000928558735,0.9992542183275845,1.0,0.16410000928558735,0.9992542183275845
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,17,1893,1.0,6.0,-5.0,-0.9973586899101955,-1.0,5.0,0.9973586899101955
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,17,1893,1.439526390259163,2.617820317670373,-1.17829392741121,-0.9893726111680805,-1.0,1.17829392741121,0.9893726111680805
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,17,1893,-0.22447167761055176,-1.6695052996796258,1.445033622069074,0.9981355458189616,1.0,1.445033622069074,0.9981355458189616
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,17,1893,3.621502485951978,6.585806868404862,-2.9643043824528834,-0.9893726111680805,-1.0,2.9643043824528834,0.9893726111680805
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,17,1893,4.655226737824248,3.0827316682383765,1.5724950695858713,0.8655107050744228,1.0,1.5724950695858713,0.8655107050744228
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,17,1893,1.0036974501213036,-3.5013073664854595,4.505004816606763,0.9988191790186756,1.0,4.505004816606763,0.9988191790186756
immune_dc,44,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,17,1893,0.0644049,5.2204456e-07,0.06440437795544,0.9891861657499768,,,
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,111,10,0.40619440242262456,0.22716182475715352,0.17903257766547104,0.9495495495495496,1.0,0.17903257766547104,0.9495495495495496
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,111,10,1.0,1.0,0.0,0.0,-1.0,-0.0,-0.0
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,111,10,0.9830022927567427,1.5422298687047165,-0.5592275759479738,-0.8864864864864865,-1.0,0.5592275759479738,0.8864864864864865
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,111,10,0.8792555464296709,-0.2640437492769804,1.1432992957066512,0.9621621621621621,1.0,1.1432992957066512,0.9621621621621621
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,111,10,2.4544401150299637,3.8507650330404437,-1.39632491801048,-0.8864864864864865,-1.0,1.39632491801048,0.8864864864864865
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,111,10,5.912950480241067,4.504584064321847,1.40836641591922,0.8108108108108107,1.0,1.40836641591922,0.8108108108108107
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,111,10,3.580066154738372,0.5391988626366981,3.040867292101674,0.9585585585585585,1.0,3.040867292101674,0.9585585585585585
immune_dc,44,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,111,10,0.9999968,0.224655295,0.775341505,1.0,,,
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,10,9,0.22716182475715352,0.15585766321953654,0.07130416153761698,0.9333333333333333,1.0,0.07130416153761698,0.9333333333333333
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,10,9,1.0,2.0,-1.0,-1.0,-1.0,1.0,1.0
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,10,9,1.5422298687047165,1.8721125146089463,-0.3298826459042299,-0.8444444444444444,-1.0,0.3298826459042299,0.8444444444444444
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,10,9,-0.2640437492769804,-0.907325228518,0.6432814792410196,1.0,1.0,0.6432814792410196,1.0
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,10,9,3.8507650330404437,4.674442867085875,-0.8236778340454314,-0.8444444444444444,-1.0,0.8236778340454314,0.8444444444444444
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,10,9,4.504584064321847,3.83123168118902,0.6733523831328267,0.5777777777777777,1.0,0.6733523831328267,0.5777777777777777
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,10,9,0.5391988626366981,-1.3715076406720073,1.9107065033087054,1.0,1.0,1.9107065033087054,1.0
immune_dc,44,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,10,9,0.224655295,3.4559853e-05,0.224620735147,0.9777777777777779,,,
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,10,6004,0.22716182475715352,0.06156478994893359,0.1655970348082199,0.9990672884743503,1.0,0.1655970348082199,0.9990672884743503
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,10,6004,1.0,5.0,-4.0,-0.9991672218520986,-1.0,4.0,0.9991672218520986
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,10,6004,1.5422298687047165,2.664844885753884,-1.1226150170491676,-0.996435709526982,-1.0,1.1226150170491676,0.996435709526982
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,10,6004,-0.2640437492769804,-1.7380396485452008,1.4739958992682203,0.9988341105929381,1.0,1.4739958992682203,0.9988341105929381
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,10,6004,3.8507650330404437,6.653801558879334,-2.8030365258388907,-0.996435709526982,-1.0,2.8030365258388907,0.996435709526982
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,10,6004,4.504584064321847,2.934664000083237,1.5699200642386097,0.8634576948700865,1.0,1.5699200642386097,0.8634576948700865
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,10,6004,0.5391988626366981,-3.6893994052144183,4.228598267851116,0.9993337774816788,1.0,4.228598267851116,0.9993337774816788
immune_dc,44,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,10,6004,0.224655295,7.908582499999999e-09,0.2246552870914175,0.9996002664890073,,,
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,10,1893,0.22716182475715352,0.06017730275089041,0.16698452200626313,0.997675647120972,1.0,0.16698452200626313,0.997675647120972
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,10,1893,1.0,6.0,-5.0,-0.9973586899101955,-1.0,5.0,0.9973586899101955
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,10,1893,1.5422298687047165,2.5821371428294233,-1.0399072741247068,-0.9901743264659271,-1.0,1.0399072741247068,0.9901743264659271
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,10,1893,-0.2640437492769804,-1.6358355670507063,1.371791817773726,0.9963021658742737,1.0,1.371791817773726,0.9963021658742737
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,10,1893,3.8507650330404437,6.447290136115423,-2.596525103074979,-0.9901743264659271,-1.0,2.596525103074979,0.9901743264659271
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,10,1893,4.504584064321847,2.985557192565499,1.5190268717563478,0.8464870575805599,1.0,1.5190268717563478,0.8464870575805599
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,10,1893,0.5391988626366981,-3.476289626391077,4.015488489027775,0.9978869519281564,1.0,4.015488489027775,0.9978869519281564
immune_dc,44,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,10,1893,0.224655295,4.1183036e-08,0.224655253816964,0.999366085578447,,,
immune_dc,44,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,120,2,0.39443507659321075,0.24343763884049285,0.1509974377527179,0.925,1.0,0.1509974377527179,0.925
immune_dc,44,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,120,2,1.0,1.0,0.0,0.0,-1.0,-0.0,-0.0
immune_dc,44,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,120,2,0.911775619874936,1.227952701415465,-0.3161770815405289,-0.725,-1.0,0.3161770815405289,0.725
immune_dc,44,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,120,2,0.8636840403802146,-0.15301652076852557,1.01670056114874,0.9916666666666667,1.0,1.01670056114874,0.9916666666666667
immune_dc,44,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,120,2,2.539121949310605,3.4196150773442815,-0.8804931280336765,-0.725,-1.0,0.8804931280336765,0.725
immune_dc,44,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,120,2,5.772017480790311,3.6861103565443845,2.085907124245926,0.9916666666666667,1.0,2.085907124245926,0.9916666666666667
