dataset,seed,rare_train_size,contrast,left_group,right_group,metric,n_left,n_right,median_left,median_right,raw_median_difference,raw_cliffs_delta,hypothesis_direction,oriented_median_difference,oriented_cliffs_delta
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,1,6,0.0423218067048081,0.019090290738757502,0.023231515966050595,1.0,1.0,0.023231515966050595,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,1,6,3.0,10.5,-7.5,-1.0,-1.0,7.5,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,1,6,2.9605612539912634,3.345964850041465,-0.3854035960502018,-1.0,-1.0,0.3854035960502018,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,1,6,-1.4166712249981832,-2.069706455204894,0.6530352302067106,1.0,1.0,0.6530352302067106,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,1,6,7.6072263761956815,8.597529278188066,-0.9903029019923846,-1.0,-1.0,0.9903029019923846,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,1,6,7.020106274074007,3.691558190240392,3.3285480838336152,1.0,1.0,3.3285480838336152,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,1,6,-0.5871201021216743,-4.902119237123026,4.314999135001352,1.0,1.0,4.314999135001352,1.0
tabula_sapiens_stomach,43,0.05,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,1,6,0.29839388,4.3782179e-07,0.29839344217821,1.0,,,
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,17,1,0.06515063095270121,0.0423218067048081,0.022828824247893113,0.7647058823529411,1.0,0.022828824247893113,0.7647058823529411
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,17,1,2.0,3.0,-1.0,-0.6470588235294117,-1.0,1.0,0.6470588235294117
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,17,1,2.422573303238864,2.9605612539912634,-0.5379879507523992,-0.6470588235294117,-1.0,0.5379879507523992,0.6470588235294117
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,17,1,-0.8345469039663309,-1.4166712249981832,0.5821243210318523,1.0,1.0,0.5821243210318523,1.0
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,17,1,6.224854664236774,7.6072263761956815,-1.3823717119589078,-0.6470588235294117,-1.0,1.3823717119589078,0.6470588235294117
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,17,1,6.475668287409879,7.020106274074007,-0.5444379866641285,-0.6470588235294117,1.0,-0.5444379866641285,-0.6470588235294117
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,17,1,-0.06750235495258128,-0.5871201021216743,0.519617747169093,0.7647058823529411,1.0,0.519617747169093,0.7647058823529411
tabula_sapiens_stomach,43,0.10,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,17,1,0.9601586,0.29839388,0.66176472,1.0,,,
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,1,14,0.0423218067048081,0.020555860833066816,0.02176594587174128,0.8571428571428572,1.0,0.02176594587174128,0.8571428571428572
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,1,14,3.0,13.5,-10.5,-1.0,-1.0,10.5,1.0
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,1,14,2.9605612539912634,3.6814032533079626,-0.7208419993166992,-0.4285714285714286,-1.0,0.7208419993166992,0.4285714285714286
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,1,14,-1.4166712249981832,-1.933015449426166,0.5163442244279828,0.8571428571428572,1.0,0.5163442244279828,0.8571428571428572
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,1,14,7.6072263761956815,9.459445533248733,-1.8522191570530513,-0.4285714285714286,-1.0,1.8522191570530513,0.4285714285714286
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,1,14,7.020106274074007,6.288862324609132,0.7312439494648748,0.5714285714285714,1.0,0.7312439494648748,0.5714285714285714
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,1,14,-0.5871201021216743,-2.612590524023429,2.0254704219017547,1.0,1.0,2.0254704219017547,1.0
tabula_sapiens_stomach,43,0.10,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,1,14,0.29839388,0.0123794295,0.2860144505,0.8571428571428572,,,
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,1,9543,0.0423218067048081,0.012482296332621344,0.029839510372186753,1.0,1.0,0.029839510372186753,1.0
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,1,9543,3.0,15.0,-12.0,-1.0,-1.0,12.0,1.0
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,1,9543,2.9605612539912634,4.048545562965036,-1.0879843089737729,-0.9993712668972021,-1.0,1.0879843089737729,0.9993712668972021
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,1,9543,-1.4166712249981832,-2.6456571465575442,1.228985921559361,1.0,1.0,1.228985921559361,1.0
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,1,9543,7.6072263761956815,10.402825663646446,-2.7955992874507647,-0.9993712668972021,-1.0,2.7955992874507647,0.9993712668972021
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,1,9543,7.020106274074007,5.206799374489655,1.8133068995843526,0.9559886828041497,1.0,1.8133068995843526,0.9559886828041497
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,1,9543,-0.5871201021216743,-5.17990424369991,4.592784141578235,1.0,1.0,4.592784141578235,1.0
tabula_sapiens_stomach,43,0.10,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,1,9543,0.29839388,4.320107e-06,0.298389559893,0.9997904222990674,,,
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,1,6,0.0423218067048081,0.019090290738757502,0.023231515966050595,1.0,1.0,0.023231515966050595,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,1,6,3.0,10.5,-7.5,-1.0,-1.0,7.5,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,1,6,2.9605612539912634,3.345964850041465,-0.3854035960502018,-1.0,-1.0,0.3854035960502018,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,1,6,-1.4166712249981832,-2.069706455204894,0.6530352302067106,1.0,1.0,0.6530352302067106,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,1,6,7.6072263761956815,8.597529278188066,-0.9903029019923846,-1.0,-1.0,0.9903029019923846,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,1,6,7.020106274074007,3.691558190240392,3.3285480838336152,1.0,1.0,3.3285480838336152,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,1,6,-0.5871201021216743,-4.902119237123026,4.314999135001352,1.0,1.0,4.314999135001352,1.0
tabula_sapiens_stomach,43,0.10,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,1,6,0.29839388,4.3782179e-07,0.29839344217821,1.0,,,
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,16,2,0.1443783009115921,0.10104894123960981,0.04332935967198229,0.875,1.0,0.04332935967198229,0.875
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,16,2,1.0,1.0,0.0,0.0,-1.0,-0.0,-0.0
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,16,2,1.5289698142985095,1.9759532336640466,-0.4469834193655371,-0.875,-1.0,0.4469834193655371,0.875
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,16,2,0.01286013619576698,-0.5017342903407106,0.5145944265364776,1.0,1.0,0.5145944265364776,1.0
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,16,2,5.190306087662986,6.707655050946325,-1.5173489632833395,-0.875,-1.0,1.5173489632833395,0.875
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,16,2,6.651615146142319,6.904987619374679,-0.2533724732323597,-0.375,1.0,-0.2533724732323597,-0.375
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,16,2,1.4447436558327982,0.19733256842835312,1.247411087404445,0.875,1.0,1.247411087404445,0.875
tabula_sapiens_stomach,43,all,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,16,2,0.9958559300000001,0.160919855,0.8349360750000001,1.0,,,
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,2,14,0.10104894123960981,0.05619822752663309,0.04485071371297672,1.0,1.0,0.04485071371297672,1.0
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,2,14,1.0,9.5,-8.5,-1.0,-1.0,8.5,1.0
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,2,14,1.9759532336640466,2.5987987178744056,-0.622845484210359,-0.2857142857142857,-1.0,0.622845484210359,0.2857142857142857
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,2,14,-0.5017342903407106,-0.9012441699782571,0.3995098796375465,0.8571428571428572,1.0,0.3995098796375465,0.8571428571428572
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,2,14,6.707655050946325,8.821992873798383,-2.1143378228520575,-0.2857142857142857,-1.0,2.1143378228520575,0.2857142857142857
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,2,14,6.904987619374679,6.663040209354429,0.24194741002024944,0.0714285714285714,1.0,0.24194741002024944,0.0714285714285714
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,2,14,0.19733256842835312,-1.7201150911801593,1.9174476596085124,1.0,1.0,1.9174476596085124,1.0
tabula_sapiens_stomach,43,all,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,2,14,0.160919855,9.2986885e-06,0.1609105563115,0.8571428571428572,,,
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,2,9543,0.10104894123960981,0.04076259453108,0.06028634670852981,1.0,1.0,0.06028634670852981,1.0
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,2,9543,1.0,15.0,-14.0,-1.0,-1.0,14.0,1.0
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,2,9543,1.9759532336640466,2.8193381544711356,-0.8433849208070889,-0.9990569003458032,-1.0,0.8433849208070889,0.9990569003458032
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,2,9543,-0.5017342903407106,-1.4680386435837882,0.9663043532430776,0.9996856334486011,1.0,0.9663043532430776,0.9996856334486011
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,2,9543,6.707655050946325,9.570645443413007,-2.8629903924666813,-0.9990569003458032,-1.0,2.8629903924666813,0.9990569003458032
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,2,9543,6.904987619374679,5.265764281547173,1.6392233378275058,0.9362883789164833,1.0,1.6392233378275058,0.9362883789164833
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,2,9543,0.19733256842835312,-4.340236456221967,4.53756902465032,1.0,1.0,4.53756902465032,1.0
tabula_sapiens_stomach,43,all,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,2,9543,0.160919855,2.854575e-07,0.1609195695425,1.0,,,
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,2,6,0.10104894123960981,0.05354647141488726,0.047502469824722546,1.0,1.0,0.047502469824722546,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,2,6,1.0,7.0,-6.0,-1.0,-1.0,6.0,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,2,6,1.9759532336640466,2.3119365048791374,-0.33598327121509075,-1.0,-1.0,0.33598327121509075,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,2,6,-0.5017342903407106,-1.0311480502463342,0.5294137599056236,1.0,1.0,0.5294137599056236,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,2,6,6.707655050946325,7.84819818111969,-1.1405431301733646,-1.0,-1.0,1.1405431301733646,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,2,6,6.904987619374679,3.6878526960272655,3.2171349233474134,1.0,1.0,3.2171349233474134,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,2,6,0.19733256842835312,-4.3553149693169715,4.552647537745324,1.0,1.0,4.552647537745324,1.0
tabula_sapiens_stomach,43,all,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,2,6,0.160919855,2.105433224e-06,0.160917749566776,1.0,,,
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,14,4,0.08973023851338775,0.06238928932526994,0.027340949188117816,0.6428571428571428,1.0,0.027340949188117816,0.6428571428571428
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,14,4,1.0,1.0,0.0,0.0714285714285714,-1.0,-0.0,-0.0714285714285714
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,14,4,1.845055113356477,2.229107921774016,-0.3840528084175392,-0.4642857142857143,-1.0,0.3840528084175392,0.4642857142857143
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,14,4,-0.3727627544866079,-0.6286339868966494,0.2558712324100415,0.5714285714285714,1.0,0.2558712324100415,0.5714285714285714
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,14,4,4.861196635532469,5.873066799535222,-1.0118701640027528,-0.4642857142857143,-1.0,1.0118701640027528,0.4642857142857143
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,14,4,6.552054286174942,6.160923309929942,0.39113097624499993,0.25,1.0,0.39113097624499993,0.25
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,14,4,1.5623291023662698,0.38051944128085236,1.1818096610854174,0.5357142857142858,1.0,1.1818096610854174,0.5357142857142858
tabula_sapiens_stomach,44,0.01,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,14,4,0.94040018,0.10345801,0.83694217,1.0,,,
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,4,14,0.06238928932526994,0.019036995373283176,0.04335229395198676,0.9285714285714286,1.0,0.04335229395198676,0.9285714285714286
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,4,14,1.0,16.0,-15.0,-1.0,-1.0,15.0,1.0
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,4,14,2.229107921774016,3.6170718297242415,-1.3879639079502253,-0.7857142857142857,-1.0,1.3879639079502253,0.7857142857142857
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,4,14,-0.6286339868966494,-1.8625719492631516,1.233937962366502,0.9642857142857142,1.0,1.233937962366502,0.9642857142857142
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,4,14,5.873066799535222,9.529957821773502,-3.6568910222382804,-0.7857142857142857,-1.0,3.6568910222382804,0.7857142857142857
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,4,14,6.160923309929942,6.877042041179303,-0.7161187312493613,-0.2857142857142857,1.0,-0.7161187312493613,-0.2857142857142857
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,4,14,0.38051944128085236,-2.217225037135381,2.5977444784162333,1.0,1.0,2.5977444784162333,1.0
tabula_sapiens_stomach,44,0.01,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,4,14,0.10345801,1.670589e-06,0.103456339411,0.8571428571428572,,,
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,4,9543,0.06238928932526994,0.018899514453281724,0.04348977487198821,0.9999476055747669,1.0,0.04348977487198821,0.9999476055747669
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_rank,4,9543,1.0,13.0,-12.0,-1.0,-1.0,12.0,1.0
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_standardized_distance,4,9543,2.229107921774016,3.5238734850762627,-1.2947655633022466,-0.9996856334486011,-1.0,1.2947655633022466,0.9996856334486011
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,standardized_prototype_margin,4,9543,-0.6286339868966494,-2.097665888464321,1.4690319015676714,1.0,1.0,1.4690319015676714,1.0
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_prototype_distance,4,9543,5.873066799535222,9.284406631372603,-3.411339831837381,-0.9996856334486011,-1.0,3.411339831837381,0.9996856334486011
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,nearest_nonrare_distance,4,9543,6.160923309929942,4.9836916205002595,1.1772316894296821,0.6798176674001886,1.0,1.1772316894296821,0.6798176674001886
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,prototype_margin,4,9543,0.38051944128085236,-4.345459735258714,4.725979176539567,1.0,1.0,4.725979176539567,1.0
tabula_sapiens_stomach,44,0.01,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,scANVI_rare_probability,4,9543,0.10345801,7.944447e-09,0.103458002055553,1.0,,,
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_membership_score,4,6,0.06238928932526994,0.025855406810933238,0.0365338825143367,1.0,1.0,0.0365338825143367,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_rank,4,6,1.0,8.0,-7.0,-1.0,-1.0,7.0,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_standardized_distance,4,6,2.229107921774016,2.9153593237723916,-0.6862514019983754,-1.0,-1.0,0.6862514019983754,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,standardized_prototype_margin,4,6,-0.6286339868966494,-1.5915663563281797,0.9629323694315303,1.0,1.0,0.9629323694315303,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,rare_prototype_distance,4,6,5.873066799535222,7.681144499965088,-1.808077700429866,-1.0,-1.0,1.808077700429866,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,nearest_nonrare_distance,4,6,6.160923309929942,3.727891301734831,2.4330320081951107,1.0,1.0,2.4330320081951107,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,prototype_margin,4,6,0.38051944128085236,-3.778278077322687,4.1587975186035395,1.0,1.0,4.1587975186035395,1.0
tabula_sapiens_stomach,44,0.01,H3b_true_rescued_vs_closest_competitor,true_rescued_rare,closest_competitor,scANVI_rare_probability,4,6,0.10345801,1.437582295e-05,0.10344363417705,1.0,,,
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_membership_score,14,4,0.08973023851338775,0.06238928932526994,0.027340949188117816,0.6428571428571428,1.0,0.027340949188117816,0.6428571428571428
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_rank,14,4,1.0,1.0,0.0,0.0714285714285714,-1.0,-0.0,-0.0714285714285714
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_standardized_distance,14,4,1.845055113356477,2.229107921774016,-0.3840528084175392,-0.4642857142857143,-1.0,0.3840528084175392,0.4642857142857143
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,standardized_prototype_margin,14,4,-0.3727627544866079,-0.6286339868966494,0.2558712324100415,0.5714285714285714,1.0,0.2558712324100415,0.5714285714285714
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,rare_prototype_distance,14,4,4.861196635532469,5.873066799535222,-1.0118701640027528,-0.4642857142857143,-1.0,1.0118701640027528,0.4642857142857143
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,nearest_nonrare_distance,14,4,6.552054286174942,6.160923309929942,0.39113097624499993,0.25,1.0,0.39113097624499993,0.25
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,prototype_margin,14,4,1.5623291023662698,0.38051944128085236,1.1818096610854174,0.5357142857142858,1.0,1.1818096610854174,0.5357142857142858
tabula_sapiens_stomach,44,0.05,H1_baseline_correct_vs_true_rescued,baseline_correct_rare,true_rescued_rare,scANVI_rare_probability,14,4,0.94040018,0.10345801,0.83694217,1.0,,,
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_membership_score,4,14,0.06238928932526994,0.019036995373283176,0.04335229395198676,0.9285714285714286,1.0,0.04335229395198676,0.9285714285714286
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_rank,4,14,1.0,16.0,-15.0,-1.0,-1.0,15.0,1.0
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_standardized_distance,4,14,2.229107921774016,3.6170718297242415,-1.3879639079502253,-0.7857142857142857,-1.0,1.3879639079502253,0.7857142857142857
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,standardized_prototype_margin,4,14,-0.6286339868966494,-1.8625719492631516,1.233937962366502,0.9642857142857142,1.0,1.233937962366502,0.9642857142857142
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,rare_prototype_distance,4,14,5.873066799535222,9.529957821773502,-3.6568910222382804,-0.7857142857142857,-1.0,3.6568910222382804,0.7857142857142857
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,nearest_nonrare_distance,4,14,6.160923309929942,6.877042041179303,-0.7161187312493613,-0.2857142857142857,1.0,-0.7161187312493613,-0.2857142857142857
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,prototype_margin,4,14,0.38051944128085236,-2.217225037135381,2.5977444784162333,1.0,1.0,2.5977444784162333,1.0
tabula_sapiens_stomach,44,0.05,H2_true_rescued_vs_unrescued,true_rescued_rare,unrescued_rare,scANVI_rare_probability,4,14,0.10345801,1.670589e-06,0.103456339411,0.8571428571428572,,,
tabula_sapiens_stomach,44,0.05,H3a_true_rescued_vs_non_target,true_rescued_rare,non_target,rare_membership_score,4,9543,0.06238928932526994,0.018899514453281724,0.04348977487198821,0.9999476055747669,1.0,0.04348977487198821,0.9999476055747669
