dataset,seed,rare_train_size,separability,repeat,decision_seed,original_pass,adaptive_pass,adaptive_reason,actual_folds,active_folds,val_missed,oof_delta_f1,oof_delta_f1_lcb,oof_ffr_wilson_upper,oof_false_rescues
pancreas_baron,44,0.10,1.1240523770949333,17,1013057749,False,False,"failed:active_folds,gain",5,2,4,-0.02837049948909065,-0.051761070809161085,0.008265057188130219,4
pancreas_baron,44,0.10,1.1240523770949333,18,567158554,False,False,failed:gain,5,3,4,-0.021441550575408863,-0.042503816793893145,0.0070891437534947145,3
pancreas_baron,44,0.10,1.1240523770949333,19,658889715,False,False,"failed:active_folds,gain",5,2,4,-0.021441550575408863,-0.042677238805970186,0.0070891437534947145,3
pancreas_baron,44,all,1.0929299673770752,0,2081729691,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,1,3037032469,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,2,3714189146,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,3,1488137112,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,4,1438883193,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,5,894298696,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,6,17621397,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,7,3351982564,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,8,3024069831,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,9,1196503226,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,10,3393967064,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,11,3883338459,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,12,3001161553,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,13,3326207184,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,14,1897346,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,15,2044460823,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,16,4174959128,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,17,874179312,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,18,2640861508,False,False,val_missed=2 < 3,0,0,2,,,,0
pancreas_baron,44,all,1.0929299673770752,19,3128706176,False,False,val_missed=2 < 3,0,0,2,,,,0
mouse_lung_tms_10x,42,0.05,1.1875598337377935,0,1154550273,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.43768427178815655,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,1,3128827310,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.43858447488584473,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,2,1802459188,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4438502273101922,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,3,2253348014,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.4520008326683551,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,4,995640596,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4472910835665734,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,5,1965942394,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4444444444444444,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,6,1245212837,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4438502273101922,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,7,3622207377,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.45735027223230484,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,8,3875002465,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.43101604388865405,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,9,4177027192,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.4584187742082479,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,10,4176016962,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.44385499557913344,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,11,177350923,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.43765442311438807,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,12,977777705,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.45836534910945076,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,13,1888284792,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4415562675449681,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,14,3121886132,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.4584187742082479,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,15,1856873425,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4377011494252874,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,16,1938470542,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.45735027223230484,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,17,883354852,True,True,oof_audit_passed,5,5,55,0.57466837826273,0.4489451476793249,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,18,3234446818,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.43859649122807015,0.0036979162068947473,1
mouse_lung_tms_10x,42,0.05,1.1875598337377935,19,3155950873,True,True,oof_audit_passed,5,5,55,0.557504873294347,0.4365499136685577,0.0036979162068947473,1
mouse_lung_tms_10x,42,all,1.2083994033024412,0,1664492575,False,False,"failed:active_folds,gain",5,1,20,-0.019091507570770272,-0.049237729013395265,0.006711851503755214,4
mouse_lung_tms_10x,42,all,1.2083994033024412,1,351636390,False,False,"failed:active_folds,gain",5,1,20,0.0013166556945358732,-0.03317384370015952,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,2,1313204100,False,False,"failed:active_folds,gain",5,1,20,0.02580645161290329,-0.018309276835323324,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,3,3078048677,False,False,"failed:active_folds,gain",5,1,20,0.0013166556945358732,-0.033485496689516496,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,4,1117220808,False,False,"failed:active_folds,gain",5,1,20,0.017885659533695364,-0.027239125671740506,0.006711851503755214,4
mouse_lung_tms_10x,42,all,1.2083994033024412,5,2054065854,False,False,"failed:active_folds,gain",5,1,20,0.013685239491691092,-0.02673090008241805,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,6,3851463919,False,False,"failed:active_folds,gain",5,1,20,0.02580645161290329,-0.01713725490196075,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,7,1896823731,False,False,"failed:active_folds,gain",5,1,20,0.013685239491691092,-0.02523043518345597,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,8,374723804,False,False,"failed:active_folds,gain",5,2,20,-0.03419354838709676,-0.06995938593082,0.008540716408913494,6
