dataset,seed,rare_train_size,separability,repeat,decision_seed,original_pass,adaptive_pass,adaptive_reason,actual_folds,active_folds,val_missed,oof_delta_f1,oof_delta_f1_lcb,oof_ffr_wilson_upper,oof_false_rescues
mouse_lung_tms_10x,42,all,1.2083994033024412,9,3803830878,False,False,"failed:active_folds,gain",5,1,20,0.013685239491691092,-0.024742268041237025,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,10,812978453,False,False,"failed:active_folds,gain",5,2,20,0.03712720632988442,-0.02105854197349038,0.008540716408913494,6
mouse_lung_tms_10x,42,all,1.2083994033024412,11,3682725272,False,False,"failed:active_folds,gain",5,1,20,-0.011306950448952469,-0.040544844774915836,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,12,4003639393,False,False,"failed:active_folds,gain",5,0,20,0.0,0.0,0.0025078310968967023,0
mouse_lung_tms_10x,42,all,1.2083994033024412,13,33557167,False,False,"failed:active_folds,gain",5,1,20,-0.011306950448952469,-0.04095739348370928,0.005756761102269409,3
mouse_lung_tms_10x,42,all,1.2083994033024412,14,914651856,False,False,"failed:active_folds,gain",5,2,20,-0.004962779156327479,-0.054565434565434584,0.009426320308398996,7
mouse_lung_tms_10x,42,all,1.2083994033024412,15,3708495795,False,False,"failed:active_folds,gain",5,1,20,0.005806451612903274,-0.035136661570519104,0.006711851503755214,4
mouse_lung_tms_10x,42,all,1.2083994033024412,16,963243505,False,False,"failed:active_folds,gain",5,2,20,0.014267990074441683,-0.036450800674251944,0.008540716408913494,6
mouse_lung_tms_10x,42,all,1.2083994033024412,17,1240679318,False,False,"failed:active_folds,gain",5,0,20,0.0,0.0,0.0025078310968967023,0
mouse_lung_tms_10x,42,all,1.2083994033024412,18,992156163,False,False,"failed:active_folds,gain",5,1,20,-0.006516780710329129,-0.04380475594493116,0.006711851503755214,4
mouse_lung_tms_10x,42,all,1.2083994033024412,19,2777408672,False,False,"failed:active_folds,gain",5,0,20,0.0,0.0,0.0025078310968967023,0
mouse_lung_tms_10x,43,0.01,1.0977409329134968,0,2263869918,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.30776942355889725,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,1,3284421713,True,True,oof_audit_passed,5,5,55,0.45209176788124156,0.3254006799417193,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,2,3912719707,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.3055555555555556,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,3,4204737705,True,True,oof_audit_passed,5,5,55,0.42645074224021595,0.3085446756633197,0.006711851503755214,4
mouse_lung_tms_10x,43,0.01,1.0977409329134968,4,3867037261,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.3025590501452571,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,5,3042716636,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.3126803966437834,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,6,1003492614,True,True,oof_audit_passed,5,5,55,0.42645074224021595,0.30701754385964913,0.006711851503755214,4
mouse_lung_tms_10x,43,0.01,1.0977409329134968,7,4018695540,True,True,oof_audit_passed,5,5,55,0.4459249389296025,0.31626363205310576,0.006711851503755214,4
mouse_lung_tms_10x,43,0.01,1.0977409329134968,8,551626473,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.30701754385964913,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,9,2181414460,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.3145961265942371,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,10,386369504,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.30776942355889725,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,11,3621769245,True,True,oof_audit_passed,5,5,55,0.42645074224021595,0.3013698630136986,0.006711851503755214,4
mouse_lung_tms_10x,43,0.01,1.0977409329134968,12,649599063,True,True,oof_audit_passed,5,5,55,0.45209176788124156,0.33110946380034595,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,13,1722408265,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.31153906591008296,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,14,3617626465,True,True,oof_audit_passed,5,5,55,0.45209176788124156,0.3287671232876712,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,15,3976160799,True,True,oof_audit_passed,5,5,55,0.4459249389296025,0.3257713248638838,0.006711851503755214,4
mouse_lung_tms_10x,43,0.01,1.0977409329134968,16,3588312353,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.30940541752291667,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,17,319957307,True,True,oof_audit_passed,5,5,55,0.42645074224021595,0.3036764807951249,0.006711851503755214,4
mouse_lung_tms_10x,43,0.01,1.0977409329134968,18,3282819626,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.30941286113699906,0.005756761102269409,3
mouse_lung_tms_10x,43,0.01,1.0977409329134968,19,4178801767,True,True,oof_audit_passed,5,5,55,0.4324447482342219,0.3029404497158389,0.005756761102269409,3
mouse_lung_tms_10x,43,0.05,1.1049478186428947,0,3573923932,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,1,3651759128,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,2,2772546529,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.45316666666666666,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,3,1476397594,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,4,2453885333,True,True,oof_audit_passed,5,5,56,0.5853658536585366,0.47368421052631576,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,5,638363882,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,6,271003058,True,True,oof_audit_passed,5,5,56,0.5853658536585366,0.47368421052631576,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,7,2343280522,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,8,3135308661,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.45569620253164556,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,9,2552686492,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4594594594594595,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,10,2179873474,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4473684210526316,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,11,9132340,True,True,oof_audit_passed,5,5,56,0.5853658536585366,0.4675324675324675,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,12,3861754863,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,13,337171443,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.45,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,14,1343567378,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,15,326337351,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,16,2964780066,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,17,597655769,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,18,2070705935,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.45303508771929824,0.004760053505988308,2
mouse_lung_tms_10x,43,0.05,1.1049478186428947,19,3606840009,True,True,oof_audit_passed,5,5,56,0.5679012345679012,0.4533333333333333,0.004760053505988308,2
mouse_lung_tms_10x,43,0.10,1.2438605785387364,0,3042093816,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.3528926626490279,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,1,4262452543,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.371183027387961,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,2,2681103263,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.35573612320192344,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,3,2080606394,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.37316262145123774,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,4,3609637118,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.3534349978379829,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,5,2563554030,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.3723307327500688,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,6,3273432614,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.3563103563103563,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,7,1205183238,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.36363636363636365,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,8,3983231273,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.3661279168719307,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,9,838443213,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.3703646082178691,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,10,52673409,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.3672939649578196,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,11,1805994652,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.37490814716451243,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,12,1108941621,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.3591417910447761,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,13,3266925520,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.36866635550526605,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,14,1647785864,True,True,oof_audit_passed,5,5,48,0.48118279569892475,0.3606615903511333,0.005756761102269409,3
mouse_lung_tms_10x,43,0.10,1.2438605785387364,15,1520997443,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.3535091190444857,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,16,3300060192,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.367851862393953,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,17,1888209677,True,True,oof_audit_passed,5,5,48,0.473404255319149,0.35033775048480936,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,18,3135376833,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.3691272635814889,0.006711851503755214,4
mouse_lung_tms_10x,43,0.10,1.2438605785387364,19,882431645,True,True,oof_audit_passed,5,5,48,0.48684210526315785,0.3705865683782096,0.006711851503755214,4
mouse_lung_tms_10x,43,all,1.2406961329842556,0,628961585,False,False,failed:gain,5,5,14,0.02238532110091751,-0.02239193063625427,0.006711851503755214,4
mouse_lung_tms_10x,43,all,1.2406961329842556,1,802089904,False,False,failed:gain,5,5,14,0.03037037037037038,-0.011982570806100212,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,2,3240842012,False,False,failed:gain,5,5,14,0.03037037037037038,-0.013698177704084524,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,3,1849523594,False,False,failed:gain,5,5,14,0.03037037037037038,-0.014709181704072705,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,4,807564346,False,False,failed:gain,5,5,14,0.03037037037037038,-0.013980998301846187,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,5,2338838240,False,False,failed:gain,5,5,14,0.03037037037037038,-0.01324082957110062,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,6,408553919,False,False,failed:gain,5,5,14,0.02238532110091751,-0.022622812765859635,0.006711851503755214,4
mouse_lung_tms_10x,43,all,1.2406961329842556,7,3704674231,False,False,failed:gain,5,5,14,0.03037037037037038,-0.012960376082768793,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,8,1966609119,False,False,failed:gain,5,5,14,0.03037037037037038,-0.013258465549546189,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,9,788209640,False,False,failed:gain,5,5,14,0.03037037037037038,-0.014127340013201206,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,10,1413954773,False,False,failed:gain,5,5,14,0.03037037037037038,-0.013395482405383352,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,11,3506679621,False,False,failed:gain,5,5,14,0.03037037037037038,-0.012722832631267621,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,12,2187929370,False,False,failed:gain,5,5,14,0.03037037037037038,-0.013846153846153841,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,13,3000783774,False,False,failed:gain,5,5,14,0.03037037037037038,-0.014615609536662138,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,14,2433588577,False,False,failed:gain,5,5,14,0.02238532110091751,-0.022539857064321045,0.006711851503755214,4
mouse_lung_tms_10x,43,all,1.2406961329842556,15,2111251926,False,False,failed:gain,5,5,14,0.03037037037037038,-0.011481884722139535,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,16,1469521638,False,False,failed:gain,5,5,14,0.03037037037037038,-0.013120347421373761,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,17,1804564205,False,False,failed:gain,5,5,14,0.03037037037037038,-0.011903678005163159,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,18,3903269030,False,False,failed:gain,5,5,14,0.03037037037037038,-0.014758697871905474,0.005756761102269409,3
mouse_lung_tms_10x,43,all,1.2406961329842556,19,2723080192,False,False,failed:gain,5,5,14,0.03037037037037038,-0.011888111888111896,0.005756761102269409,3
mouse_lung_tms_10x,44,0.10,1.1494793580400469,0,3550524147,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14467161471218867,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,1,1916751464,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.1543427317517493,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,2,559407309,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14509651509262855,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,3,3629730042,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.15221987315010577,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,4,1737375355,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14866293909110334,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,5,1327708430,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14808975011345976,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,6,725944310,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.1493942222003916,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,7,1999395998,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.1549985594929415,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,8,464743898,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.15194681861348536,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,9,736442223,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14724053724053726,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,10,2332544736,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.1522167226298554,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,11,506137981,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.1511746680286007,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,12,3807872633,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14690783197112314,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,13,975371134,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14853717606487565,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,14,3938964556,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.1488994805099818,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,15,1768910201,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14840187384195871,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,16,719720998,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.15308770108977687,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,17,4288801498,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14582179903270973,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,18,3991429786,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14964675026637167,0.0036979162068947473,1
mouse_lung_tms_10x,44,0.10,1.1494793580400469,19,1649067337,True,True,oof_audit_passed,5,5,37,0.24058608058608055,0.14695461401343757,0.0036979162068947473,1
