dataset,dataset_label,rare_class,rare_train_size,rts_label,seed,method,rare_f1,rare_recall,rare_precision,overall_accuracy
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,42,scbalance,0.1764705882352941,0.1,0.75,0.902428586712314
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,42,scRareRefine,0.8571428571428571,0.9,0.8181818181818182,0.9229699368781428
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,42,baseline,0.9,0.9,0.9,0.9230769230769232
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,42,knn_k15,0.8,0.8,0.8,0.9207232267037552
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,42,lr,0.847457627118644,0.8333333333333334,0.8620689655172413,0.9091687172354768
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,42,scbalance,0.8125,0.8666666666666667,0.7647058823529411,0.9099176206269391
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,42,scRareRefine,0.918032786885246,0.9333333333333332,0.9032258064516128,0.9231839092757036
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,baseline,0.4102564102564102,0.2666666666666666,0.8888888888888888,0.9193324061196104
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,knn_k15,0.2352941176470588,0.1333333333333333,1.0,0.9180485717342464
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,lr,0.064516129032258,0.0333333333333333,1.0,0.906601048464748
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,scbalance,0.3157894736842105,0.2,0.75,0.908954744837916
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,scRareRefine,0.8888888888888888,0.9333333333333332,0.8484848484848485,0.9214721300952176
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,baseline,0.0,0.0,0.0,0.9241467850647268
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,knn_k15,0.0,0.0,0.0,0.917941585535466
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,lr,0.0,0.0,0.0,0.9055311864769444
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,scbalance,0.0,0.0,0.0,0.9038194072964588
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,scRareRefine,0.8387096774193549,0.8666666666666667,0.8125,0.9266074676366748
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,baseline,0.0,0.0,0.0,0.9241467850647268
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,knn_k15,0.0,0.0,0.0,0.917941585535466
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,lr,0.0,0.0,0.0,0.9055311864769444
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,scbalance,0.125,0.0666666666666666,1.0,0.9053172140793838
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,scRareRefine,0.8387096774193549,0.8666666666666667,0.8125,0.9266074676366748
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,baseline,0.9508196721311476,0.9666666666666668,0.935483870967742,0.92510966085375
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,knn_k15,0.7931034482758621,0.7666666666666667,0.8214285714285714,0.9221140472878998
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,lr,0.847457627118644,0.8333333333333334,0.8620689655172413,0.9091687172354768
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,scbalance,0.8307692307692308,0.9,0.7714285714285715,0.9005028351342677
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,scRareRefine,0.9206349206349206,0.9666666666666668,0.8787878787878788,0.9248956884561892
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,baseline,0.3333333333333333,0.2,1.0,0.9206162405049748
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,knn_k15,0.0,0.0,0.0,0.9181555579330266
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,lr,0.0,0.0,0.0,0.907456938054991
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,scbalance,0.0,0.0,0.0,0.9048892692842624
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,scRareRefine,0.9152542372881356,0.9,0.9310344827586208,0.9228629506793624
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,baseline,0.0,0.0,0.0,0.9231839092757036
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,knn_k15,0.0,0.0,0.0,0.918583502728148
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,lr,0.0625,0.0333333333333333,0.5,0.9075639242537712
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,scbalance,0.1818181818181818,0.1,1.0,0.9052102278806036
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,scRareRefine,0.7878787878787878,0.8666666666666667,0.7222222222222222,0.925430619450091
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,baseline,0.0,0.0,0.0,0.9231839092757036
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,knn_k15,0.0,0.0,0.0,0.918583502728148
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,lr,0.0625,0.0333333333333333,0.5,0.9075639242537712
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,scbalance,0.064516129032258,0.0333333333333333,1.0,0.9052102278806036
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,scRareRefine,0.7878787878787878,0.8666666666666667,0.7222222222222222,0.925430619450091
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,baseline,0.8524590163934426,0.8666666666666667,0.8387096774193549,0.9267144538354553
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,knn_k15,0.7619047619047619,0.8,0.7272727272727273,0.9195463785171712
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,lr,0.847457627118644,0.8333333333333334,0.8620689655172413,0.9091687172354768
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,scbalance,0.7837837837837838,0.9666666666666668,0.6590909090909091,0.8999679041403659
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,scRareRefine,0.8888888888888888,0.9333333333333332,0.8484848484848485,0.926928426233016
