method,seed,rare_class,rare_train_size,split_mode,overall_accuracy,macro_f1,rare_precision,rare_recall,rare_f1,n_candidates,n_marker_verified,rescued_rare_errors,false_rescues,modification_rate,major_to_rare_false_rescue_rate,k,gate_name,candidate_precision_for_rare_error,rare_error_recall,n_changed,dataset,separability_ratio,nearest_majority_class
baseline,42,ASDC,10,batch_heldout,0.8816432996413434,0.7383821969624317,1.0,0.0153846153846153,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7924,pDC
knn_k15,42,ASDC,10,batch_heldout,0.8906097163351809,0.7922993750786732,1.0,0.2307692307692307,0.375,,,,,,,15.0,,,,,immune_dc,1.7924,pDC
prototype,42,ASDC,10,batch_heldout,0.8914248451255299,0.8455394892999167,0.9558823529411764,0.5,0.6565656565656566,66.0,0.0,63.0,3.0,0.0107597000326051,0.0004996668887408,,,,,,immune_dc,1.7924,pDC
prototype_gate,42,ASDC,10,batch_heldout,0.8989240299967395,0.8892140608851683,0.990909090909091,0.8384615384615385,0.9083333333333332,108.0,,107.0,1.0,0.0176067818715357,0.0001665556295802,,rank1,0.9907407407407408,0.8359375,,immune_dc,1.7924,pDC
prototype_gate_best,42,ASDC,10,batch_heldout,0.8989240299967395,0.8892140608851683,0.990909090909091,0.8384615384615385,0.9083333333333332,108.0,,107.0,1.0,0.0176067818715357,0.0001665556295802,,rank1,0.9907407407407408,0.8359375,,immune_dc,1.7924,pDC
prototype_gate_marker,42,ASDC,10,batch_heldout,0.8989240299967395,0.8892140608851683,0.990909090909091,0.8384615384615385,0.9083333333333332,108.0,108.0,107.0,1.0,0.0176067818715357,0.0001665556295802,,,,,,immune_dc,1.7924,pDC
fusion,42,ASDC,10,batch_heldout,0.8889794587544833,0.8118466811544051,1.0,0.2846153846153846,0.4431137724550898,,,35.0,0.0,0.0197261167264427,0.0,,,,0.2734375,121.0,immune_dc,1.7924,pDC
fusion_gated,42,ASDC,10,batch_heldout,0.8989240299967395,0.8892140608851683,0.990909090909091,0.8384615384615385,0.9083333333333332,,,107.0,1.0,0.0176067818715357,0.0001665556295802,,,,0.8359375,108.0,immune_dc,1.7924,pDC
baseline,42,ASDC,20,batch_heldout,0.8783827844799479,0.8008254620132781,1.0,0.3230769230769231,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7924,pDC
knn_k15,42,ASDC,20,batch_heldout,0.892729051190088,0.827931533924367,1.0,0.4384615384615384,0.6096256684491979,,,,,,,15.0,,,,,immune_dc,1.7924,pDC
prototype,42,ASDC,20,batch_heldout,0.8868601238995761,0.8621578515212622,0.9607843137254902,0.7538461538461538,0.8448275862068966,60.0,0.0,56.0,4.0,0.0097815454841865,0.0006662225183211,,,,,,immune_dc,1.7924,pDC
prototype_gate,42,ASDC,20,batch_heldout,0.8901206390609716,0.8777982516388795,1.0,0.8769230769230769,0.9344262295081968,72.0,,72.0,0.0,0.0117378545810238,0.0,,rank1,1.0,0.8181818181818182,,immune_dc,1.7924,pDC
prototype_gate_best,42,ASDC,20,batch_heldout,0.8901206390609716,0.8777982516388795,1.0,0.8769230769230769,0.9344262295081968,72.0,,72.0,0.0,0.0117378545810238,0.0,,rank1,1.0,0.8181818181818182,,immune_dc,1.7924,pDC
prototype_gate_marker,42,ASDC,20,batch_heldout,0.8901206390609716,0.8777982516388795,1.0,0.8769230769230769,0.9344262295081968,72.0,72.0,72.0,0.0,0.0117378545810238,0.0,,,,,,immune_dc,1.7924,pDC
fusion,42,ASDC,20,batch_heldout,0.8893055102706228,0.8444442699403462,1.0,0.5230769230769231,0.6868686868686869,,,26.0,0.0,0.0203782197587218,0.0,,,,0.2954545454545454,125.0,immune_dc,1.7924,pDC
fusion_gated,42,ASDC,20,batch_heldout,0.8901206390609716,0.8777982516388795,1.0,0.8769230769230769,0.9344262295081968,,,72.0,0.0,0.0117378545810238,0.0,,,,0.8181818181818182,72.0,immune_dc,1.7924,pDC
baseline,42,ASDC,5,batch_heldout,0.8624062601891099,0.7283938948756941,1.0,0.0307692307692307,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7924,pDC
knn_k15,42,ASDC,5,batch_heldout,0.8806651450929247,0.7261487149744084,0.0,0.0,0.0,,,,,,,15.0,,,,,immune_dc,1.7924,pDC
prototype,42,ASDC,5,batch_heldout,0.8718617541571568,0.8321132973757314,0.9305555555555556,0.5153846153846153,0.6633663366336634,68.0,0.0,63.0,5.0,0.0110857515487447,0.0008327781479013,,,,,,immune_dc,1.7924,pDC
prototype_gate,42,ASDC,5,batch_heldout,0.8798500163025758,0.8772795399632711,0.982608695652174,0.8692307692307693,0.9224489795918368,111.0,,109.0,2.0,0.018095859145745,0.0003331112591605,,rank1,0.981981981981982,0.8650793650793651,,immune_dc,1.7924,pDC
prototype_gate_best,42,ASDC,5,batch_heldout,0.8798500163025758,0.8772795399632711,0.982608695652174,0.8692307692307693,0.9224489795918368,111.0,,109.0,2.0,0.018095859145745,0.0003331112591605,,rank1,0.981981981981982,0.8650793650793651,,immune_dc,1.7924,pDC
prototype_gate_marker,42,ASDC,5,batch_heldout,0.879686990544506,0.8764091064822775,0.9910714285714286,0.8538461538461538,0.9173553719008264,111.0,108.0,107.0,1.0,0.0176067818715357,0.0001665556295802,,,,,,immune_dc,1.7924,pDC
fusion,42,ASDC,5,batch_heldout,0.8788718617541571,0.8170034949789106,1.0,0.3538461538461538,0.5227272727272727,,,42.0,0.0,0.0239647864362569,0.0,,,,0.3333333333333333,147.0,immune_dc,1.7924,pDC
fusion_gated,42,ASDC,5,batch_heldout,0.879686990544506,0.8765044639195803,0.9824561403508772,0.8615384615384616,0.918032786885246,,,108.0,2.0,0.0179328333876752,0.0003331112591605,,,,0.8571428571428571,110.0,immune_dc,1.7924,pDC
baseline,42,ASDC,50,batch_heldout,0.8878382784479948,0.8628292275728092,1.0,0.7076923076923077,0.8288288288288288,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7924,pDC
knn_k15,42,ASDC,50,batch_heldout,0.897130746657972,0.8635660605083076,1.0,0.6615384615384615,0.7962962962962963,,,,,,,15.0,,,,,immune_dc,1.7924,pDC
prototype,42,ASDC,50,batch_heldout,0.8920769481578089,0.8846238751917933,0.9609375,0.946153846153846,0.9534883720930232,36.0,0.0,31.0,5.0,0.0058689272905119,0.0008327781479013,,,,,,immune_dc,1.7924,pDC
prototype_gate,42,ASDC,50,batch_heldout,0.8922399739158787,0.8852128656177679,0.976,0.9384615384615383,0.9568627450980391,33.0,,30.0,3.0,0.0053798500163025,0.0004996668887408,,rank1,0.9090909090909092,0.7894736842105263,,immune_dc,1.7924,pDC
prototype_gate_best,42,ASDC,50,batch_heldout,0.8922399739158787,0.8852128656177679,0.976,0.9384615384615383,0.9568627450980391,33.0,,30.0,3.0,0.0053798500163025,0.0004996668887408,,rank1,0.9090909090909092,0.7894736842105263,,immune_dc,1.7924,pDC
prototype_gate_marker,42,ASDC,50,batch_heldout,0.8909357678513206,0.8792023352589019,0.982608695652174,0.8692307692307693,0.9224489795918368,33.0,23.0,21.0,2.0,0.0037495924356048,0.0003331112591605,,,,,,immune_dc,1.7924,pDC
fusion,42,ASDC,50,batch_heldout,0.8966416693837627,0.8861142027318194,1.0,0.8307692307692308,0.907563025210084,,,16.0,0.0,0.0198891424845125,0.0,,,,0.4210526315789473,122.0,immune_dc,1.7924,pDC
fusion_gated,42,ASDC,50,batch_heldout,0.8912618193674601,0.880503029196872,1.0,0.8692307692307693,0.9300411522633744,,,21.0,0.0,0.0034235409194652,0.0,,,,0.5526315789473685,21.0,immune_dc,1.7924,pDC
baseline,42,ASDC,all,batch_heldout,0.897130746657972,0.8964376632356322,0.9915254237288136,0.9,0.9435483870967742,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7924,pDC
knn_k15,42,ASDC,all,batch_heldout,0.9025105966742746,0.8871509158257392,1.0,0.8692307692307693,0.9300411522633744,,,,,,,15.0,,,,,immune_dc,1.7924,pDC
prototype,42,ASDC,all,batch_heldout,0.8950114118030649,0.8893100060143548,0.8366013071895425,0.9846153846153848,0.9045936395759716,35.0,0.0,11.0,24.0,0.0057059015324421,0.0039973351099267,,,,,,immune_dc,1.7924,pDC
prototype_gate,42,ASDC,all,batch_heldout,0.8972937724160417,0.8972453411436438,0.9834710743801652,0.9153846153846154,0.9482071713147412,3.0,,2.0,1.0,0.0004890772742093,0.0001665556295802,,rank1,0.6666666666666666,0.1538461538461538,,immune_dc,1.7924,pDC
prototype_gate_best,42,ASDC,all,batch_heldout,0.8972937724160417,0.8972453411436438,0.9834710743801652,0.9153846153846154,0.9482071713147412,3.0,,2.0,1.0,0.0004890772742093,0.0001665556295802,,rank1,0.6666666666666666,0.1538461538461538,,immune_dc,1.7924,pDC
prototype_gate_marker,42,ASDC,all,batch_heldout,0.897130746657972,0.8965081165460118,0.9833333333333332,0.9076923076923076,0.944,3.0,2.0,1.0,1.0,0.0003260515161395,0.0001665556295802,,,,,,immune_dc,1.7924,pDC
fusion,42,ASDC,all,batch_heldout,0.9012063906097164,0.90154822526774,0.9915966386554622,0.9076923076923076,0.9477911646586346,,,1.0,0.0,0.0145092924682099,0.0,,,,0.0769230769230769,89.0,immune_dc,1.7924,pDC
fusion_gated,42,ASDC,all,batch_heldout,0.8972937724160417,0.8971808252851323,0.9915966386554622,0.9076923076923076,0.9477911646586346,,,1.0,0.0,0.0001630257580697,0.0,,,,0.0769230769230769,1.0,immune_dc,1.7924,pDC
baseline,42,cDC1,10,batch_heldout,0.8439843495272253,0.7074037015203821,1.0,0.0283400809716599,0.0551181102362204,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
knn_k15,42,cDC1,10,batch_heldout,0.8708835996087382,0.7801473365043967,1.0,0.242914979757085,0.3908794788273615,,,,,,,15.0,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype,42,cDC1,10,batch_heldout,0.8597978480599935,0.8035183848698867,1.0,0.4210526315789473,0.5925925925925926,97.0,0.0,97.0,0.0,0.0158134985327681,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate,42,cDC1,10,batch_heldout,0.8824584284316922,0.8748235957155209,0.9959183673469388,0.9878542510121456,0.991869918699187,238.0,,237.0,1.0,0.0388001304206064,0.0001698658060132,,rank1,0.9957983193277312,0.9875,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_best,42,cDC1,10,batch_heldout,0.8821323769155527,0.8746211663273717,0.9800796812749004,0.9959514170040484,0.9879518072289156,244.0,,239.0,5.0,0.0397782849690251,0.0008493290300662,,rank2_dscore_q90,0.9795081967213116,0.9958333333333332,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_marker,42,cDC1,10,batch_heldout,0.8824584284316922,0.8748235957155209,0.9959183673469388,0.9878542510121456,0.991869918699187,238.0,238.0,237.0,1.0,0.0388001304206064,0.0001698658060132,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
fusion,42,cDC1,10,batch_heldout,0.8643625692859471,0.7989709554740824,1.0,0.3360323886639676,0.503030303030303,,,76.0,0.0,0.0290185849364199,0.0,,,,0.3166666666666666,178.0,immune_dc,1.6994,HLA-DRhi cDC2
fusion_gated,42,cDC1,10,batch_heldout,0.8822954026736224,0.8738548866767264,0.9959016393442623,0.9838056680161944,0.989816700610998,,,236.0,1.0,0.0386371046625366,0.0001698658060132,,,,0.9833333333333332,237.0,immune_dc,1.6994,HLA-DRhi cDC2
baseline,42,cDC1,20,batch_heldout,0.8697424193022497,0.8057214231618811,1.0,0.3198380566801619,0.4846625766871165,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
knn_k15,42,cDC1,20,batch_heldout,0.8945223345288555,0.8667081391623164,1.0,0.7813765182186235,0.8772727272727273,,,,,,,15.0,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype,42,cDC1,20,batch_heldout,0.8920769481578089,0.8868495775996171,0.990909090909091,0.8825910931174089,0.9336188436830836,141.0,0.0,139.0,2.0,0.0229866318878382,0.0003397316120264,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate,42,cDC1,20,batch_heldout,0.895663514835344,0.8957135549144528,0.9917355371900828,0.97165991902834,0.98159509202454,163.0,,161.0,2.0,0.0265731985653733,0.0003397316120264,,rank1,0.9877300613496932,0.9583333333333334,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_best,42,cDC1,20,batch_heldout,0.895663514835344,0.8957135549144528,0.9917355371900828,0.97165991902834,0.98159509202454,163.0,,161.0,2.0,0.0265731985653733,0.0003397316120264,,rank1,0.9877300613496932,0.9583333333333334,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_marker,42,cDC1,20,batch_heldout,0.8958265405934137,0.89610726100338,1.0,0.9676113360323888,0.9835390946502056,163.0,160.0,160.0,0.0,0.026084121291164,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
fusion,42,cDC1,20,batch_heldout,0.8897945875448321,0.8766816165415839,1.0,0.7530364372469636,0.859122401847575,,,107.0,0.0,0.0283664819041408,0.0,,,,0.6369047619047619,174.0,immune_dc,1.6994,HLA-DRhi cDC2
fusion_gated,42,cDC1,20,batch_heldout,0.895663514835344,0.8957135549144528,0.9917355371900828,0.97165991902834,0.98159509202454,,,161.0,2.0,0.0265731985653733,0.0003397316120264,,,,0.9583333333333334,163.0,immune_dc,1.6994,HLA-DRhi cDC2
baseline,42,cDC1,5,batch_heldout,0.8544179980436909,0.7215054134632054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
knn_k15,42,cDC1,5,batch_heldout,0.8622432344310401,0.7123176645490945,0.0,0.0,0.0,,,,,,,15.0,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype,42,cDC1,5,batch_heldout,0.8576785132050864,0.7499992149217807,0.8461538461538461,0.0890688259109311,0.1611721611721611,26.0,0.0,22.0,4.0,0.0042386697098141,0.0006794632240529,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate,42,cDC1,5,batch_heldout,0.8932181284642974,0.8969451710513887,0.9877049180327868,0.9757085020242916,0.9816700610997964,244.0,,241.0,3.0,0.0397782849690251,0.0005095974180397,,rank1,0.9877049180327868,0.9757085020242916,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_best,42,cDC1,5,batch_heldout,0.8932181284642974,0.8969451710513887,0.9877049180327868,0.9757085020242916,0.9816700610997964,244.0,,241.0,3.0,0.0397782849690251,0.0005095974180397,,rank1,0.9877049180327868,0.9757085020242916,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_marker,42,cDC1,5,batch_heldout,0.8932181284642974,0.8969451710513887,0.9877049180327868,0.9757085020242916,0.9816700610997964,244.0,244.0,241.0,3.0,0.0397782849690251,0.0005095974180397,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
fusion,42,cDC1,5,batch_heldout,0.8593087707857842,0.7419740461656471,1.0,0.0566801619433198,0.10727969348659,,,14.0,0.0,0.0167916530811868,0.0,,,,0.0566801619433198,103.0,immune_dc,1.6994,HLA-DRhi cDC2
fusion_gated,42,cDC1,5,batch_heldout,0.8932181284642974,0.8969451710513887,0.9877049180327868,0.9757085020242916,0.9816700610997964,,,241.0,3.0,0.0397782849690251,0.0005095974180397,,,,0.9757085020242916,244.0,immune_dc,1.6994,HLA-DRhi cDC2
baseline,42,cDC1,50,batch_heldout,0.8880013042060646,0.8877616655096544,0.9959349593495936,0.9919028340080972,0.9939148073022313,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
knn_k15,42,cDC1,50,batch_heldout,0.901369416367786,0.8849815586716702,1.0,0.951417004048583,0.975103734439834,,,,,,,15.0,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype,42,cDC1,50,batch_heldout,0.8875122269318553,0.8865964684714623,0.9800796812749004,0.9959514170040484,0.9879518072289156,5.0,0.0,1.0,4.0,0.0008151287903488,0.0006794632240529,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate,42,cDC1,50,batch_heldout,0.887675252689925,0.886991480263037,0.984,0.9959514170040484,0.9899396378269618,4.0,,1.0,3.0,0.0006521030322791,0.0005095974180397,,rank1,0.25,0.5,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_best,42,cDC1,50,batch_heldout,0.887675252689925,0.886991480263037,0.984,0.9959514170040484,0.9899396378269618,4.0,,1.0,3.0,0.0006521030322791,0.0005095974180397,,rank1,0.25,0.5,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_marker,42,cDC1,50,batch_heldout,0.8881643299641343,0.888135858402806,0.9959514170040484,0.9959514170040484,0.9959514170040484,4.0,1.0,1.0,0.0,0.0001630257580697,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
fusion,42,cDC1,50,batch_heldout,0.8964786436256929,0.8957775626486354,0.9959349593495936,0.9919028340080972,0.9939148073022313,,,0.0,0.0,0.0148353439843495,0.0,,,,0.0,91.0,immune_dc,1.6994,HLA-DRhi cDC2
fusion_gated,42,cDC1,50,batch_heldout,0.8878382784479948,0.8873788915286348,0.9919028340080972,0.9919028340080972,0.9919028340080972,,,0.0,1.0,0.0001630257580697,0.0001698658060132,,,,0.0,1.0,immune_dc,1.6994,HLA-DRhi cDC2
baseline,42,cDC1,all,batch_heldout,0.897130746657972,0.8964376632356322,0.9959183673469388,0.9878542510121456,0.991869918699187,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
knn_k15,42,cDC1,all,batch_heldout,0.9025105966742746,0.8871509158257392,1.0,0.9959514170040484,0.9979716024340772,,,,,,,15.0,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype,42,cDC1,all,batch_heldout,0.8969677208999022,0.896249664463752,0.984,0.9959514170040484,0.9899396378269618,5.0,0.0,2.0,3.0,0.0008151287903488,0.0005095974180397,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate,42,cDC1,all,batch_heldout,0.8972937724160417,0.8970127826840967,0.9919354838709676,0.9959514170040484,0.993939393939394,3.0,,2.0,1.0,0.0004890772742093,0.0001698658060132,,rank1,0.6666666666666666,0.6666666666666666,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_best,42,cDC1,all,batch_heldout,0.8972937724160417,0.8970127826840967,0.9919354838709676,0.9959514170040484,0.993939393939394,3.0,,2.0,1.0,0.0004890772742093,0.0001698658060132,,rank1,0.6666666666666666,0.6666666666666666,,immune_dc,1.6994,HLA-DRhi cDC2
prototype_gate_marker,42,cDC1,all,batch_heldout,0.8972937724160417,0.8970127826840967,0.9919354838709676,0.9959514170040484,0.993939393939394,3.0,3.0,2.0,1.0,0.0004890772742093,0.0001698658060132,,,,,,immune_dc,1.6994,HLA-DRhi cDC2
fusion,42,cDC1,all,batch_heldout,0.9012063906097164,0.90154822526774,0.9919354838709676,0.9959514170040484,0.993939393939394,,,2.0,1.0,0.0145092924682099,0.0001698658060132,,,,0.6666666666666666,89.0,immune_dc,1.6994,HLA-DRhi cDC2
fusion_gated,42,cDC1,all,batch_heldout,0.897130746657972,0.8964376632356322,0.9959183673469388,0.9878542510121456,0.991869918699187,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,immune_dc,1.6994,HLA-DRhi cDC2
baseline,43,ASDC,10,batch_heldout,0.8787088359960874,0.7924172709513556,1.0,0.2692307692307692,0.4242424242424242,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
knn_k15,43,ASDC,10,batch_heldout,0.8809911966090642,0.7495628230467782,1.0,0.1153846153846153,0.2068965517241379,,,,,,,15.0,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype,43,ASDC,10,batch_heldout,0.8899576133029019,0.8729779033541681,0.9905660377358492,0.8076923076923077,0.8898305084745762,71.0,0.0,70.0,1.0,0.011574828822954,0.0001665556295802,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate,43,ASDC,10,batch_heldout,0.8910987936093903,0.878939978156153,0.9586776859504132,0.8923076923076924,0.9243027888446216,86.0,,81.0,5.0,0.0140202151940006,0.0008327781479013,,rank1,0.9418604651162792,0.8526315789473684,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_best,43,ASDC,10,batch_heldout,0.8910987936093903,0.878939978156153,0.9586776859504132,0.8923076923076924,0.9243027888446216,86.0,,81.0,5.0,0.0140202151940006,0.0008327781479013,,rank1,0.9418604651162792,0.8526315789473684,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_marker,43,ASDC,10,batch_heldout,0.8915878708835996,0.8808772676008596,0.9913793103448276,0.8846153846153846,0.934959349593496,86.0,81.0,80.0,1.0,0.0132050864036517,0.0001665556295802,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
fusion,43,ASDC,10,batch_heldout,0.8868601238995761,0.8482348536797394,1.0,0.5461538461538461,0.7064676616915423,,,36.0,0.0,0.0179328333876752,0.0,,,,0.3789473684210526,110.0,immune_dc,1.4675,HLA-DRhi cDC2
fusion_gated,43,ASDC,10,batch_heldout,0.8914248451255299,0.8800202530646812,1.0,0.8692307692307693,0.9300411522633744,,,78.0,0.0,0.0127160091294424,0.0,,,,0.8210526315789474,78.0,immune_dc,1.4675,HLA-DRhi cDC2
baseline,43,ASDC,20,batch_heldout,0.8863710466253668,0.864075183016798,1.0,0.6153846153846154,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
knn_k15,43,ASDC,20,batch_heldout,0.8920769481578089,0.8259636383107193,1.0,0.4307692307692308,0.6021505376344086,,,,,,,15.0,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype,43,ASDC,20,batch_heldout,0.8912618193674601,0.8915854231045954,0.9583333333333334,0.8846153846153846,0.92,40.0,0.0,35.0,5.0,0.006521030322791,0.0008327781479013,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate,43,ASDC,20,batch_heldout,0.8925660254320182,0.8973022490758193,0.9916666666666668,0.9153846153846154,0.952,40.0,,39.0,1.0,0.006521030322791,0.0001665556295802,,rank1,0.975,0.78,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_best,43,ASDC,20,batch_heldout,0.8925660254320182,0.8973022490758193,0.9916666666666668,0.9153846153846154,0.952,40.0,,39.0,1.0,0.006521030322791,0.0001665556295802,,rank1,0.975,0.78,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_marker,43,ASDC,20,batch_heldout,0.8925660254320182,0.8973022490758193,0.9916666666666668,0.9153846153846154,0.952,40.0,40.0,39.0,1.0,0.006521030322791,0.0001665556295802,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
fusion,43,ASDC,20,batch_heldout,0.8925660254320182,0.8838055283048867,1.0,0.7615384615384615,0.8646288209606987,,,19.0,0.0,0.013042060645582,0.0,,,,0.38,80.0,immune_dc,1.4675,HLA-DRhi cDC2
fusion_gated,43,ASDC,20,batch_heldout,0.8925660254320182,0.8973022490758193,0.9916666666666668,0.9153846153846154,0.952,,,39.0,1.0,0.006521030322791,0.0001665556295802,,,,0.78,40.0,immune_dc,1.4675,HLA-DRhi cDC2
baseline,43,ASDC,5,batch_heldout,0.8788718617541571,0.7361050258753848,1.0,0.0076923076923076,0.015267175572519,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
knn_k15,43,ASDC,5,batch_heldout,0.8808281708509944,0.7232716067284585,0.0,0.0,0.0,,,,,,,15.0,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype,43,ASDC,5,batch_heldout,0.8881643299641343,0.8436045901205801,0.8918918918918919,0.5076923076923077,0.6470588235294118,73.0,0.0,65.0,8.0,0.0119008803390935,0.0013324450366422,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate,43,ASDC,5,batch_heldout,0.895663514835344,0.8868076457060661,0.956140350877193,0.8384615384615385,0.8934426229508197,113.0,,108.0,5.0,0.0184219106618845,0.0008327781479013,,rank1,0.9557522123893806,0.8372093023255814,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_best,43,ASDC,5,batch_heldout,0.895663514835344,0.8868076457060661,0.956140350877193,0.8384615384615385,0.8934426229508197,113.0,,108.0,5.0,0.0184219106618845,0.0008327781479013,,rank1,0.9557522123893806,0.8372093023255814,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_marker,43,ASDC,5,batch_heldout,0.8958265405934137,0.8874689981645708,0.9646017699115044,0.8384615384615385,0.897119341563786,113.0,112.0,108.0,4.0,0.0182588849038148,0.0006662225183211,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
fusion,43,ASDC,5,batch_heldout,0.8888164329964134,0.8324666920117433,1.0,0.3923076923076923,0.56353591160221,,,50.0,0.0,0.0210303227910009,0.0,,,,0.3875968992248062,129.0,immune_dc,1.4675,HLA-DRhi cDC2
fusion_gated,43,ASDC,5,batch_heldout,0.8955004890772742,0.8860055024320301,0.9557522123893806,0.8307692307692308,0.8888888888888888,,,107.0,5.0,0.0182588849038148,0.0008327781479013,,,,0.8294573643410853,112.0,immune_dc,1.4675,HLA-DRhi cDC2
baseline,43,ASDC,50,batch_heldout,0.8914248451255299,0.8711659693317477,1.0,0.823076923076923,0.9029535864978904,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
knn_k15,43,ASDC,50,batch_heldout,0.8943593087707857,0.8559953280263017,1.0,0.6461538461538462,0.7850467289719626,,,,,,,15.0,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype,43,ASDC,50,batch_heldout,0.8919139223997392,0.8751615528568587,0.8873239436619719,0.9692307692307692,0.9264705882352942,35.0,0.0,19.0,16.0,0.0057059015324421,0.0026648900732844,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate,43,ASDC,50,batch_heldout,0.8920769481578089,0.8751244657268854,0.937007874015748,0.9153846153846154,0.926070038910506,20.0,,12.0,8.0,0.0032605151613955,0.0013324450366422,,rank1,0.6,0.5217391304347826,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_best,43,ASDC,50,batch_heldout,0.8920769481578089,0.8751244657268854,0.937007874015748,0.9153846153846154,0.926070038910506,20.0,,12.0,8.0,0.0032605151613955,0.0013324450366422,,rank1,0.6,0.5217391304347826,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_marker,43,ASDC,50,batch_heldout,0.8920769481578089,0.8751244657268854,0.937007874015748,0.9153846153846154,0.926070038910506,20.0,20.0,12.0,8.0,0.0032605151613955,0.0013324450366422,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
fusion,43,ASDC,50,batch_heldout,0.8930551027062276,0.8776628146040019,1.0,0.8307692307692308,0.907563025210084,,,1.0,0.0,0.0078252363873492,0.0,,,,0.0434782608695652,48.0,immune_dc,1.4675,HLA-DRhi cDC2
fusion_gated,43,ASDC,50,batch_heldout,0.8922399739158787,0.8757757502075313,0.9444444444444444,0.9153846153846154,0.9296875,,,12.0,7.0,0.0030974894033257,0.0011658894070619,,,,0.5217391304347826,19.0,immune_dc,1.4675,HLA-DRhi cDC2
baseline,43,ASDC,all,batch_heldout,0.8997391587870883,0.900094337662323,0.9834710743801652,0.9153846153846154,0.9482071713147412,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
