method,seed,rare_class,rare_train_size,split_mode,overall_accuracy,macro_f1,rare_precision,rare_recall,rare_f1,n_candidates,n_marker_verified,rescued_rare_errors,false_rescues,modification_rate,major_to_rare_false_rescue_rate,k,gate_name,candidate_precision_for_rare_error,rare_error_recall,n_changed,dataset,separability_ratio,nearest_majority_class
knn_k15,44,non-classical monocyte,20,cell_stratified,0.897989798979898,0.7192108517375065,0.7777777777777778,0.4117647058823529,0.5384615384615384,,,,,,,15.0,,,,,tabula_liver,1.822,intermediate monocyte
prototype,44,non-classical monocyte,20,cell_stratified,0.8973897389738974,0.7736231732291906,0.3809523809523809,0.9411764705882352,0.5423728813559322,35.0,0.0,10.0,25.0,0.0105010501050105,0.0075392038600723,,,,,,tabula_liver,1.822,intermediate monocyte
prototype_gate,44,non-classical monocyte,20,cell_stratified,0.8973897389738974,0.7745678180307215,0.3863636363636363,1.0,0.5573770491803278,37.0,,11.0,26.0,0.0111011101110111,0.0078407720144752,,rank1,0.2972972972972973,1.0,,tabula_liver,1.822,intermediate monocyte
prototype_gate_best,44,non-classical monocyte,20,cell_stratified,0.8973897389738974,0.7745678180307215,0.3863636363636363,1.0,0.5573770491803278,37.0,,11.0,26.0,0.0111011101110111,0.0078407720144752,,rank1,0.2972972972972973,1.0,,tabula_liver,1.822,intermediate monocyte
prototype_gate_marker,44,non-classical monocyte,20,cell_stratified,0.8985898589858986,0.7733481916561464,0.8571428571428571,0.3529411764705882,0.5,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_liver,1.822,intermediate monocyte
fusion,44,non-classical monocyte,20,cell_stratified,0.8955895589558955,0.7508729631149661,0.6111111111111112,0.6470588235294118,0.6285714285714286,,,5.0,6.0,0.0177017701770177,0.0018094089264173,,,,0.4545454545454545,59.0,tabula_liver,1.822,intermediate monocyte
fusion_gated,44,non-classical monocyte,20,cell_stratified,0.8997899789978998,0.7823622107778426,0.65,0.7647058823529411,0.7027027027027027,,,7.0,6.0,0.0039003900390039,0.0018094089264173,,,,0.6363636363636364,13.0,tabula_liver,1.822,intermediate monocyte
baseline,44,non-classical monocyte,5,cell_stratified,0.8937893789378938,0.7422827369107811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_liver,1.822,intermediate monocyte
knn_k15,44,non-classical monocyte,5,cell_stratified,0.8943894389438944,0.6919877137100574,0.0,0.0,0.0,,,,,,,15.0,,,,,tabula_liver,1.822,intermediate monocyte
prototype,44,non-classical monocyte,5,cell_stratified,0.8934893489348935,0.7628980858650491,0.3658536585365853,0.8823529411764706,0.5172413793103449,41.0,0.0,15.0,26.0,0.0123012301230123,0.0078407720144752,,,,,,tabula_liver,1.822,intermediate monocyte
prototype_gate,44,non-classical monocyte,5,cell_stratified,0.8943894389438944,0.766209622184255,0.4047619047619047,1.0,0.576271186440678,42.0,,17.0,25.0,0.0126012601260126,0.0075392038600723,,rank1,0.4047619047619047,1.0,,tabula_liver,1.822,intermediate monocyte
prototype_gate_best,44,non-classical monocyte,5,cell_stratified,0.8943894389438944,0.766209622184255,0.4047619047619047,1.0,0.576271186440678,42.0,,17.0,25.0,0.0126012601260126,0.0075392038600723,,rank1,0.4047619047619047,1.0,,tabula_liver,1.822,intermediate monocyte
prototype_gate_marker,44,non-classical monocyte,5,cell_stratified,0.8958895889588959,0.7689389975165065,0.6666666666666666,0.5882352941176471,0.625,42.0,15.0,10.0,5.0,0.0045004500450045,0.0015078407720144,,,,,,tabula_liver,1.822,intermediate monocyte
fusion,44,non-classical monocyte,5,cell_stratified,0.8898889888988899,0.7333814330427378,0.4,0.3529411764705882,0.375,,,6.0,9.0,0.0246024602460246,0.002714113389626,,,,0.3529411764705882,82.0,tabula_liver,1.822,intermediate monocyte
fusion_gated,44,non-classical monocyte,5,cell_stratified,0.8961896189618962,0.7680254224936323,0.55,0.6470588235294118,0.5945945945945946,,,11.0,9.0,0.006000600060006,0.002714113389626,,,,0.6470588235294118,20.0,tabula_liver,1.822,intermediate monocyte
baseline,44,non-classical monocyte,50,cell_stratified,0.8874887488748875,0.7588700240741911,0.5238095238095238,0.6470588235294118,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_liver,1.822,intermediate monocyte
knn_k15,44,non-classical monocyte,50,cell_stratified,0.8934893489348935,0.7146580467414677,0.5789473684210527,0.6470588235294118,0.6111111111111112,,,,,,,15.0,,,,,tabula_liver,1.822,intermediate monocyte
prototype,44,non-classical monocyte,50,cell_stratified,0.885988598859886,0.7555660850065543,0.3777777777777777,1.0,0.5483870967741935,24.0,0.0,6.0,18.0,0.0072007200720072,0.0054282267792521,,,,,,tabula_liver,1.822,intermediate monocyte
prototype_gate,44,non-classical monocyte,50,cell_stratified,0.8856885688568857,0.7553129526845713,0.3777777777777777,1.0,0.5483870967741935,24.0,,6.0,18.0,0.0072007200720072,0.0054282267792521,,rank1,0.25,1.0,,tabula_liver,1.822,intermediate monocyte
prototype_gate_best,44,non-classical monocyte,50,cell_stratified,0.888088808880888,0.7619112278998439,0.5652173913043478,0.7647058823529411,0.65,2.0,,2.0,0.0,0.0006000600060006,0.0,,rank2_margin_q25_neighbor_major,1.0,0.3333333333333333,,tabula_liver,1.822,intermediate monocyte
prototype_gate_marker,44,non-classical monocyte,50,cell_stratified,0.8874887488748875,0.7588700240741911,0.5238095238095238,0.6470588235294118,0.5789473684210527,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_liver,1.822,intermediate monocyte
fusion,44,non-classical monocyte,50,cell_stratified,0.8871887188718872,0.7527142569997132,0.5357142857142857,0.8823529411764706,0.6666666666666666,,,4.0,3.0,0.0216021602160216,0.0009047044632086,,,,0.6666666666666666,72.0,tabula_liver,1.822,intermediate monocyte
fusion_gated,44,non-classical monocyte,50,cell_stratified,0.8883888388838884,0.7631144623419552,0.5333333333333333,0.9411764705882352,0.6808510638297872,,,5.0,4.0,0.0027002700270027,0.0012062726176115,,,,0.8333333333333334,9.0,tabula_liver,1.822,intermediate monocyte
baseline,42,type B pancreatic cell,20,cell_stratified,0.9717114568599716,0.7183851341589003,0.9285714285714286,0.8666666666666667,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_pancreas,0.8076,pancreatic D cell
knn_k15,42,type B pancreatic cell,20,cell_stratified,0.9707685054219708,0.6507440168313725,0.9333333333333332,0.9333333333333332,0.9333333333333332,,,,,,,15.0,,,,,tabula_pancreas,0.8076,pancreatic D cell
prototype,42,type B pancreatic cell,20,cell_stratified,0.9726544082979728,0.722131987387634,0.9375,1.0,0.967741935483871,2.0,0.0,2.0,0.0,0.0009429514380009,0.0,,,,,,tabula_pancreas,0.8076,pancreatic D cell
prototype_gate,42,type B pancreatic cell,20,cell_stratified,0.9717114568599716,0.7183851341589003,0.9285714285714286,0.8666666666666667,0.896551724137931,0.0,,0.0,0.0,0.0,0.0,,rank1,0.0,0.0,,tabula_pancreas,0.8076,pancreatic D cell
prototype_gate_best,42,type B pancreatic cell,20,cell_stratified,0.9717114568599716,0.7183851341589003,0.9285714285714286,0.8666666666666667,0.896551724137931,0.0,,0.0,0.0,0.0,0.0,,rank1,0.0,0.0,,tabula_pancreas,0.8076,pancreatic D cell
prototype_gate_marker,42,type B pancreatic cell,20,cell_stratified,0.9717114568599716,0.7183851341589003,0.9285714285714286,0.8666666666666667,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_pancreas,0.8076,pancreatic D cell
fusion,42,type B pancreatic cell,20,cell_stratified,0.9717114568599716,0.7183851341589003,0.9285714285714286,0.8666666666666667,0.896551724137931,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,tabula_pancreas,0.8076,pancreatic D cell
fusion_gated,42,type B pancreatic cell,20,cell_stratified,0.9717114568599716,0.7183851341589003,0.9285714285714286,0.8666666666666667,0.896551724137931,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,tabula_pancreas,0.8076,pancreatic D cell
baseline,43,type B pancreatic cell,20,cell_stratified,0.9702970297029704,0.7717924402118334,0.9375,1.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_pancreas,0.7554,pancreatic D cell
knn_k15,43,type B pancreatic cell,20,cell_stratified,0.9674681753889676,0.6675588948730136,0.9375,1.0,0.967741935483871,,,,,,,15.0,,,,,tabula_pancreas,0.7554,pancreatic D cell
prototype,43,type B pancreatic cell,20,cell_stratified,0.96982555398397,0.75265689974777,0.8823529411764706,1.0,0.9375,1.0,0.0,0.0,1.0,0.0004714757190004,0.0004748338081671,,,,,,tabula_pancreas,0.7554,pancreatic D cell
prototype_gate,43,type B pancreatic cell,20,cell_stratified,0.9702970297029704,0.7717924402118334,0.9375,1.0,0.967741935483871,0.0,,0.0,0.0,0.0,0.0,,rank1,0.0,0.0,,tabula_pancreas,0.7554,pancreatic D cell
prototype_gate_best,43,type B pancreatic cell,20,cell_stratified,0.96982555398397,0.75265689974777,0.8823529411764706,1.0,0.9375,1.0,,0.0,1.0,0.0004714757190004,0.0004748338081671,,rank2_margin_q25,0.0,0.0,,tabula_pancreas,0.7554,pancreatic D cell
prototype_gate_marker,43,type B pancreatic cell,20,cell_stratified,0.9702970297029704,0.7717924402118334,0.9375,1.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_pancreas,0.7554,pancreatic D cell
fusion,43,type B pancreatic cell,20,cell_stratified,0.9707685054219708,0.8261218120284717,1.0,1.0,1.0,,,0.0,0.0,0.0004714757190004,0.0,,,,0.0,1.0,tabula_pancreas,0.7554,pancreatic D cell
fusion_gated,43,type B pancreatic cell,20,cell_stratified,0.9702970297029704,0.7717924402118334,0.9375,1.0,0.967741935483871,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,tabula_pancreas,0.7554,pancreatic D cell
baseline,44,type B pancreatic cell,20,cell_stratified,0.9632248939179632,0.6860206697811033,0.9230769230769232,0.75,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_pancreas,0.8497,pancreatic D cell
knn_k15,44,type B pancreatic cell,20,cell_stratified,0.966053748231966,0.6971180210013732,0.8666666666666667,0.8125,0.8387096774193549,,,,,,,15.0,,,,,tabula_pancreas,0.8497,pancreatic D cell
prototype,44,type B pancreatic cell,20,cell_stratified,0.964167845355964,0.6727665313001046,0.8823529411764706,0.9375,0.9090909090909092,4.0,0.0,3.0,1.0,0.0018859028760018,0.0004750593824228,,,,,,tabula_pancreas,0.8497,pancreatic D cell
prototype_gate,44,type B pancreatic cell,20,cell_stratified,0.9632248939179632,0.6860206697811033,0.9230769230769232,0.75,0.8275862068965517,0.0,,0.0,0.0,0.0,0.0,,rank1,0.0,0.0,,tabula_pancreas,0.8497,pancreatic D cell
prototype_gate_best,44,type B pancreatic cell,20,cell_stratified,0.964167845355964,0.6727665313001046,0.8823529411764706,0.9375,0.9090909090909092,4.0,,3.0,1.0,0.0018859028760018,0.0004750593824228,,rank2_margin_q25,0.75,0.75,,tabula_pancreas,0.8497,pancreatic D cell
prototype_gate_marker,44,type B pancreatic cell,20,cell_stratified,0.9632248939179632,0.6860206697811033,0.9230769230769232,0.75,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_pancreas,0.8497,pancreatic D cell
fusion,44,type B pancreatic cell,20,cell_stratified,0.9632248939179632,0.7357832553435506,0.9166666666666666,0.6875,0.7857142857142857,,,0.0,0.0,0.0018859028760018,0.0,,,,0.0,4.0,tabula_pancreas,0.8497,pancreatic D cell
fusion_gated,44,type B pancreatic cell,20,cell_stratified,0.9632248939179632,0.6860206697811033,0.9230769230769232,0.75,0.8275862068965517,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,tabula_pancreas,0.8497,pancreatic D cell
baseline,42,innate lymphoid cell,20,batch_heldout,0.921258157697657,0.6926796751044684,0.8333333333333334,0.5,0.625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,tabula_spleen,1.6536,mature NK T cell
prototype,42,innate lymphoid cell,20,batch_heldout,0.9205092543061943,0.6583497021913692,0.5,0.9,0.6428571428571429,36.0,0.0,12.0,24.0,0.0038515031560928,0.0025759364602339,,,,,,tabula_spleen,1.6536,mature NK T cell
prototype_gate,42,innate lymphoid cell,20,batch_heldout,0.9222210334866802,0.7022475214563196,0.7714285714285715,0.9,0.8307692307692308,17.0,,12.0,5.0,0.001818765379266,0.0005366534292154,,rank1,0.7058823529411765,0.8,,tabula_spleen,1.6536,mature NK T cell
prototype_gate_best,42,innate lymphoid cell,20,batch_heldout,0.9222210334866802,0.7022475214563196,0.7714285714285715,0.9,0.8307692307692308,17.0,,12.0,5.0,0.001818765379266,0.0005366534292154,,rank1,0.7058823529411765,0.8,,tabula_spleen,1.6536,mature NK T cell
prototype_gate_marker,42,innate lymphoid cell,20,batch_heldout,0.922435005884241,0.7034150633683887,0.8181818181818182,0.9,0.8571428571428571,17.0,15.0,12.0,3.0,0.0016047929817053,0.0003219920575292,,,,,,tabula_spleen,1.6536,mature NK T cell
fusion,42,innate lymphoid cell,20,batch_heldout,0.9244677436610678,0.6566436345372538,0.8888888888888888,0.8,0.8421052631578947,,,11.0,0.0,0.0202203915694875,0.0,,,,0.7333333333333333,189.0,tabula_spleen,1.6536,mature NK T cell
fusion_gated,42,innate lymphoid cell,20,batch_heldout,0.9217930886915588,0.6988395390213015,0.84,0.7,0.7636363636363637,,,6.0,1.0,0.0007489033914625,0.000107330685843,,,,0.4,7.0,tabula_spleen,1.6536,mature NK T cell
