dataset,config,seed,rare_train_size,rare_class,split_mode,run_dir,variant,separability,status,baseline_rare_f1,rare_f1,rare_recall,rare_precision,delta_rare_f1,true_rescues,false_rescues,all_rescues,incremental_fpr,alpha_violation,abstain,reason,chosen_rank,n_candidate,n_rescued,gate_mode,adaptive_pass,adaptive_reason,requested_folds,actual_folds,active_folds,val_missed,oof_baseline_f1,oof_refined_f1,oof_delta_f1,oof_delta_f1_lcb,oof_delta_f1_median,oof_delta_f1_ucb,oof_false_rescues,oof_incremental_fpr,oof_ffr_wilson_upper,fold_chosen_ranks,fold_reasons
pancreas_baron,configs/pancreas_baron.yaml,43,0.01,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare1pct,fixed_s1.3,1.1244837226660471,success,0.24489795918367346,0.24489795918367346,0.13953488372093023,1.0,0.0,0,0,0,0.0,False,True,sep<1.3,0,0,0,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,0.01,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare1pct,no_sep_gate,1.1244837226660471,success,0.24489795918367346,0.75,0.627906976744186,0.9310344827586207,0.5051020408163265,42,4,46,0.002442002442002442,False,False,,1,61,46,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,0.01,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare1pct,adaptive_sep_gate,1.1244837226660471,success,0.24489795918367346,0.75,0.627906976744186,0.9310344827586207,0.5051020408163265,42,4,46,0.002442002442002442,False,False,,1,61,46,adaptive_audit,True,oof_audit_passed,5.0,5.0,4.0,54.0,0.2465753424657534,0.7047619047619048,0.4581865622961514,0.349152089060346,0.46153846153846156,0.5740259740259741,4.0,0.0032258064516129032,0.008265057188130219,"[1, 1, 0, 1, 1]","["""", """", ""no_feasible_rank"", """", """"]"
pancreas_baron,configs/pancreas_baron.yaml,43,0.05,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare5pct,fixed_s1.3,1.1244837226660471,success,0.24489795918367346,0.24489795918367346,0.13953488372093023,1.0,0.0,0,0,0,0.0,False,True,sep<1.3,0,0,0,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,0.05,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare5pct,no_sep_gate,1.1244837226660471,success,0.24489795918367346,0.75,0.627906976744186,0.9310344827586207,0.5051020408163265,42,4,46,0.002442002442002442,False,False,,1,61,46,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,0.05,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare5pct,adaptive_sep_gate,1.1244837226660471,success,0.24489795918367346,0.75,0.627906976744186,0.9310344827586207,0.5051020408163265,42,4,46,0.002442002442002442,False,False,,1,61,46,adaptive_audit,True,oof_audit_passed,5.0,5.0,5.0,54.0,0.2465753424657534,0.7964601769911505,0.549884834525397,0.4363506279081402,0.5535925163641271,0.6666863439590713,4.0,0.0032258064516129032,0.008265057188130219,"[1, 1, 1, 1, 1]","["""", """", """", """", """"]"
pancreas_baron,configs/pancreas_baron.yaml,43,0.10,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare10pct,fixed_s1.3,1.5543486264216433,success,0.7808219178082192,0.8242424242424242,0.7906976744186046,0.8607594936708861,0.04342050643420503,11,8,19,0.004884004884004884,False,False,,1,43,19,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,0.10,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare10pct,no_sep_gate,1.5543486264216433,success,0.7808219178082192,0.8242424242424242,0.7906976744186046,0.8607594936708861,0.04342050643420503,11,8,19,0.004884004884004884,False,False,,1,43,19,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,0.10,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rare10pct,adaptive_sep_gate,1.5543486264216433,success,0.7808219178082192,0.8242424242424242,0.7906976744186046,0.8607594936708861,0.04342050643420503,11,8,19,0.004884004884004884,False,False,,1,43,19,fixed_pass,True,fixed_s_gate_passed,5.0,0.0,0.0,19.0,,,,,,,0.0,,,[],[]
pancreas_baron,configs/pancreas_baron.yaml,43,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rareall,fixed_s1.3,1.1218329740371191,success,0.9221556886227545,0.9221556886227545,0.8953488372093024,0.9506172839506173,0.0,0,0,0,0.0,False,True,sep<1.3,0,0,0,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rareall,no_sep_gate,1.1218329740371191,success,0.9221556886227545,0.9221556886227545,0.8953488372093024,0.9506172839506173,0.0,0,0,0,0.0,False,True,necessity,0,0,0,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,43,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed43_gamma_rareall,adaptive_sep_gate,1.1218329740371191,success,0.9221556886227545,0.9221556886227545,0.8953488372093024,0.9506172839506173,0.0,0,0,0,0.0,False,True,adaptive_val_support,0,0,0,adaptive_audit,False,val_missed=2 < 3,5.0,0.0,0.0,2.0,,,,,,,0.0,,,[],[]
pancreas_baron,configs/pancreas_baron.yaml,44,0.01,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare1pct,fixed_s1.3,1.221958717366858,success,0.676923076923077,0.676923076923077,0.5116279069767442,1.0,0.0,0,0,0,0.0,False,True,sep<1.3,0,0,0,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,44,0.01,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare1pct,no_sep_gate,1.221958717366858,success,0.676923076923077,0.8315789473684211,0.9186046511627907,0.7596153846153846,0.15465587044534412,35,25,60,0.015262515262515262,True,False,,1,87,60,,,,,,,,,,,,,,,,,,
pancreas_baron,configs/pancreas_baron.yaml,44,0.01,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare1pct,adaptive_sep_gate,1.221958717366858,success,0.676923076923077,0.676923076923077,0.5116279069767442,1.0,0.0,0,0,0,0.0,False,True,adaptive_audit_failed,0,0,0,adaptive_audit,False,"failed:active_folds,gain",5.0,5.0,1.0,28.0,0.7070707070707071,0.7428571428571429,0.03578643578643581,-0.003701549447460567,0.03500809168210517,0.08322073751218666,2.0,0.0016129032258064516,0.005861921247071321,"[0, 0, 0, 1, 0]","[""no_feasible_rank"", ""no_feasible_rank"", ""no_feasible_rank"", """", ""no_feasible_rank""]"
pancreas_baron,configs/pancreas_baron.yaml,44,0.05,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare5pct,fixed_s1.3,1.221958717366858,success,0.676923076923077,0.676923076923077,0.5116279069767442,1.0,0.0,0,0,0,0.0,False,True,sep<1.3,0,0,0,,,,,,,,,,,,,,,,,,
