region,variant,n,rare_f1_mean,delta_vs_baseline_mean,delta_vs_fixed_mean,wins_vs_fixed,ties_vs_fixed,losses_vs_fixed,incremental_fpr_max,n_alpha_violations,n_abstain
ALL,adaptive_sep_gate,72,0.9015419970255437,0.14055407577522094,0.014030612244897957,2,70,0,0.009768009768009768,0,35
ALL,fixed_s1.3,72,0.8875113847806458,0.126523463530323,0.0,0,72,0,0.009768009768009768,0,37
ALL,no_sep_gate,72,0.905500738998959,0.14451281774863622,0.0179893542183132,4,66,2,0.015262515262515262,2,31
SCARCE,adaptive_sep_gate,54,0.8967835181207015,0.17830967693320682,0.018707482993197275,2,52,0,0.009768009768009768,0,23
SCARCE,fixed_s1.3,54,0.8780760351275041,0.15960219394000952,0.0,0,54,0,0.009768009768009768,0,25
SCARCE,no_sep_gate,54,0.9023060409961219,0.18383219980862736,0.02423000586861785,4,49,1,0.015262515262515262,2,20
