dataset,n_runs,baseline_rare_f1_mean,refined_rare_f1_mean,delta_rare_f1_mean,baseline_rare_recall_mean,refined_rare_recall_mean,delta_rare_recall_mean,incremental_fpr_max,n_alpha_violations,n_abstentions,wins_ties_losses_f1
immune_dc,3,0.5722658287299237,0.7883639322910719,0.21609810356114825,0.4205128205128205,0.7153846153846154,0.2948717948717949,0.0034976682211858,0,0,3/0/0
pancreas_baron,3,0.2094094094094094,0.6349986349986351,0.4255892255892256,0.12790697674418605,0.5,0.37209302325581395,0.0030525030525030525,0,1,2/1/0
tabula_sapiens_stomach,3,0.5777777777777777,0.2962962962962963,-0.28148148148148144,0.40625,0.625,0.21875,0.008697474588703761,0,0,0/0/3
