dataset,seed,rare_train_size,rare_class,split_mode,run_dir,variant,variant_group,status,error_reason,separability,alpha,split_hash,actual_training_labeled_rare_count,labeled_rare_id_sha256,effective_budget_key,rare_f1,rare_recall,rare_precision,true_rescues,false_rescues,all_rescues,rescue_precision,incremental_fpr,rescue_ffr,alpha_violation,abstain,abstain_reason,chosen_rank,tau,val_missed,n_candidate
pancreas_baron,44,0.10,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare10pct,rank_2,rank,success,,1.1240523770949333,0.01,507baa4fe66b76ae,10,4babf0fc31ac32cb04880a738a3b9116672ee5a0f675dfd75af2d4fd3306595c,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",10,""4babf0fc31ac32cb04880a738a3b9116672ee5a0f675dfd75af2d4fd3306595c""]",0.8875,0.8255813953488372,0.9594594594594594,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,0.10,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare10pct,rank_3,rank,success,,1.1240523770949333,0.01,507baa4fe66b76ae,10,4babf0fc31ac32cb04880a738a3b9116672ee5a0f675dfd75af2d4fd3306595c,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",10,""4babf0fc31ac32cb04880a738a3b9116672ee5a0f675dfd75af2d4fd3306595c""]",0.8875,0.8255813953488372,0.9594594594594594,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,0.10,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rare10pct,adaptive_rank,rank,success,,1.1240523770949333,0.01,507baa4fe66b76ae,10,4babf0fc31ac32cb04880a738a3b9116672ee5a0f675dfd75af2d4fd3306595c,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",10,""4babf0fc31ac32cb04880a738a3b9116672ee5a0f675dfd75af2d4fd3306595c""]",0.8875,0.8255813953488372,0.9594594594594594,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,baseline,component,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,False,baseline_no_rescue,0,,2,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,minus_separability_gate,component,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,minus_necessity_gate,component,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,fixed_rank_1,component,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,minus_conformal_tau,component,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,full_method,component,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,rank_1,rank,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,rank_2,rank,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,rank_3,rank,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_baron,44,all,gamma,batch_heldout,outputs\pancreas_baron\batch_heldout_seed44_gamma_rareall,adaptive_rank,rank,success,,1.0929299673770752,0.01,507baa4fe66b76ae,106,8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af,"[""pancreas_baron"",""gamma"",""507baa4fe66b76ae"",106,""8dfb4dd19ceaa1ab45feb7c70086bb21ac49cd50b303415151629660f7a9b3af""]",0.896969696969697,0.8604651162790697,0.9367088607594937,0,0,0,,0.0,0.0,False,True,sep<1.3,0,inf,0,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,baseline,component,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,False,baseline_no_rescue,0,,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,minus_separability_gate,component,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,minus_necessity_gate,component,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",0.9387755102040817,1.0,0.8846153846153846,0,3,3,0.0,0.001763668430335097,0.001763668430335097,False,False,rescue_applied,2,0.1150938363877129,2,3
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,fixed_rank_1,component,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,minus_conformal_tau,component,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,full_method,component,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,val_missed=2 < MIN_VAL_MISSED=3,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,rank_1,rank,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,rank_2,rank,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,rank_3,rank,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,2,0
pancreas_integrated,42,0.01,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare1pct,adaptive_rank,rank,success,,1.4516007383338212,0.01,2373a4f6ec6225a2,5,03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",5,""03277edf821b344e8b2f0ef53c88affce67c77df8a090c9ac5294c31c4f18080""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,val_missed=2 < MIN_VAL_MISSED=3,0,inf,2,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,baseline,component,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,False,baseline_no_rescue,0,,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,minus_separability_gate,component,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,minus_necessity_gate,component,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",0.9787234042553191,1.0,0.9583333333333334,0,1,1,0.0,0.0005878894767783657,0.0005878894767783657,False,False,rescue_applied,1,0.1173051363489992,1,1
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,fixed_rank_1,component,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,minus_conformal_tau,component,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,full_method,component,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,val_missed=1 < MIN_VAL_MISSED=3,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,rank_1,rank,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,rank_2,rank,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,rank_3,rank,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,necessity,0,inf,1,0
pancreas_integrated,42,0.05,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare5pct,adaptive_rank,rank,success,,1.5431647800090584,0.01,2373a4f6ec6225a2,12,c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",12,""c3df48297ac9ad0cff1f1b7e7d96ffc01c33f538d4e1b1bd3596760bf47850a4""]",1.0,1.0,1.0,0,0,0,,0.0,0.0,False,True,val_missed=1 < MIN_VAL_MISSED=3,0,inf,1,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,baseline,component,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,False,baseline_no_rescue,0,,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,minus_separability_gate,component,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,minus_necessity_gate,component,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,False,rescue_applied,1,0.12556967010171693,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,fixed_rank_1,component,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,minus_conformal_tau,component,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,full_method,component,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,val baseline 零漏判稀有,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,rank_1,rank,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,rank_2,rank,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,rank_3,rank,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,0.10,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rare10pct,adaptive_rank,rank,success,,1.3409552296871317,0.01,2373a4f6ec6225a2,24,d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",24,""d1150c292e94762d2befd3c7c94696984ce7dc619fbf498dd3ae0c74b32a566b""]",0.9787234042553191,1.0,0.9583333333333334,0,0,0,,0.0,0.0,False,True,val baseline 零漏判稀有,0,inf,0,0
pancreas_integrated,42,all,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rareall,baseline,component,success,,1.4441964275317618,0.01,2373a4f6ec6225a2,243,45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",243,""45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8""]",0.9583333333333334,1.0,0.92,0,0,0,,0.0,0.0,False,False,baseline_no_rescue,0,,0,0
pancreas_integrated,42,all,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rareall,minus_separability_gate,component,success,,1.4441964275317618,0.01,2373a4f6ec6225a2,243,45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",243,""45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8""]",0.9583333333333334,1.0,0.92,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,all,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rareall,minus_necessity_gate,component,success,,1.4441964275317618,0.01,2373a4f6ec6225a2,243,45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",243,""45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8""]",0.9583333333333334,1.0,0.92,0,0,0,,0.0,0.0,False,False,rescue_applied,1,0.11841083309076354,0,0
pancreas_integrated,42,all,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rareall,fixed_rank_1,component,success,,1.4441964275317618,0.01,2373a4f6ec6225a2,243,45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",243,""45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8""]",0.9583333333333334,1.0,0.92,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
pancreas_integrated,42,all,endothelial,batch_heldout,outputs\pancreas_integrated\batch_heldout_seed42_endothelial_rareall,minus_conformal_tau,component,success,,1.4441964275317618,0.01,2373a4f6ec6225a2,243,45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8,"[""pancreas_integrated"",""endothelial"",""2373a4f6ec6225a2"",243,""45a4996b89897c8894ebde5e1d7d238ccdccd5c9ab39f7f7d514dd495b1cc3b8""]",0.9583333333333334,1.0,0.92,0,0,0,,0.0,0.0,False,True,necessity,0,inf,0,0
