dataset,dataset_label,rare_class,rare_train_size,rts_label,seed,method,rare_f1,rare_recall,rare_precision,overall_accuracy
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,baseline,0.2777777777777778,0.1666666666666666,0.8333333333333334,0.9217930886915588
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,knn_k15,0.1818181818181818,0.1,1.0,0.9202952819086336
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,lr,0.1538461538461538,0.1,0.3333333333333333,0.8948325665989088
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,scbalance,0.0,0.0,0.0,0.9101315930245
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,43,scRareRefine,0.8852459016393442,0.9,0.8709677419354839,0.9241467850647268
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,baseline,0.064516129032258,0.0333333333333333,1.0,0.920402268107414
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,knn_k15,0.0,0.0,0.0,0.9183695303305872
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,lr,0.1176470588235294,0.0666666666666666,0.5,0.8952605113940302
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,scbalance,0.0,0.0,0.0,0.9027495453086553
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,43,scRareRefine,0.8571428571428571,0.9,0.8181818181818182,0.922755964480582
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,baseline,0.064516129032258,0.0333333333333333,1.0,0.920402268107414
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,knn_k15,0.0,0.0,0.0,0.9183695303305872
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,lr,0.1176470588235294,0.0666666666666666,0.5,0.8952605113940302
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,scbalance,0.064516129032258,0.0333333333333333,1.0,0.9067080346635285
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,43,scRareRefine,0.8571428571428571,0.9,0.8181818181818182,0.922755964480582
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,baseline,0.896551724137931,0.8666666666666667,0.9285714285714286,0.9217930886915588
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,knn_k15,0.8,0.7333333333333333,0.88,0.9201882957098534
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,lr,0.7540983606557377,0.7666666666666667,0.7419354838709677,0.897293249170857
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,scbalance,0.8235294117647058,0.9333333333333332,0.7368421052631579,0.9070289932598696
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,43,scRareRefine,0.935483870967742,0.9666666666666668,0.90625,0.9221140472878998
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,baseline,0.0,0.0,0.0,0.9207232267037552
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,knn_k15,0.2352941176470588,0.1333333333333333,1.0,0.9164437787525408
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,lr,0.1176470588235294,0.0666666666666666,0.5,0.8947255804001284
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,scbalance,0.1212121212121212,0.0666666666666666,0.6666666666666666,0.8965443457793945
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.1,10%,44,scRareRefine,0.8571428571428571,0.9,0.8181818181818182,0.9231839092757036
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,baseline,0.0625,0.0333333333333333,0.5,0.9199743233122928
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,knn_k15,0.0,0.0,0.0,0.9161228201561998
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,lr,0.3333333333333333,0.2333333333333333,0.5833333333333334,0.8967583181769552
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,scbalance,0.358974358974359,0.2333333333333333,0.7777777777777778,0.908954744837916
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.01,1%,44,scRareRefine,0.84375,0.9,0.7941176470588235,0.922435005884241
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,baseline,0.0625,0.0333333333333333,0.5,0.9199743233122928
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,knn_k15,0.0,0.0,0.0,0.9161228201561998
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,lr,0.3333333333333333,0.2333333333333333,0.5833333333333334,0.896116400984273
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,scbalance,0.358974358974359,0.2333333333333333,0.7777777777777778,0.9039263934952392
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,0.05,5%,44,scRareRefine,0.84375,0.9,0.7941176470588235,0.922435005884241
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,baseline,0.8771929824561403,0.8333333333333334,0.925925925925926,0.920081309511073
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,knn_k15,0.8070175438596491,0.7666666666666667,0.8518518518518519,0.916764737348882
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,lr,0.7540983606557377,0.7666666666666667,0.7419354838709677,0.8971862629720766
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,scbalance,0.84375,0.9,0.7941176470588235,0.9131272065903498
tabula_spleen_innate lymphoid cell,Spleen-ILC,innate lymphoid cell,all,all,44,scRareRefine,0.9508196721311476,0.9666666666666668,0.935483870967742,0.9205092543061943
