low_sep,dataset,seed,rts,sep,baseline_f1,f1,gain,ffr,n_false,abstain
1.3,tabula_sapiens_stomach,44,0.10,1.8939,0.6087,0.72,0.1113,0.0,0,False
1.6,tabula_sapiens_stomach,44,0.10,1.8939,0.6087,0.72,0.1113,0.0,0,False
0.0,tabula_sapiens_stomach,44,all,1.7388,0.6087,0.7451,0.1364,0.0,0,False
0.7,tabula_sapiens_stomach,44,all,1.7388,0.6087,0.7451,0.1364,0.0,0,False
1.0,tabula_sapiens_stomach,44,all,1.7388,0.6087,0.7451,0.1364,0.0,0,False
1.3,tabula_sapiens_stomach,44,all,1.7388,0.6087,0.7451,0.1364,0.0,0,False
1.6,tabula_sapiens_stomach,44,all,1.7388,0.6087,0.7451,0.1364,0.0,0,False
0.0,pancreas_integrated,42,0.01,1.4516,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,42,0.01,1.4516,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,42,0.01,1.4516,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,42,0.01,1.4516,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,42,0.01,1.4516,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,42,0.05,1.5432,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,42,0.05,1.5432,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,42,0.05,1.5432,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,42,0.05,1.5432,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,42,0.05,1.5432,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,42,0.10,1.341,0.9787,0.9787,0.0,0.0,0,True
0.7,pancreas_integrated,42,0.10,1.341,0.9787,0.9787,0.0,0.0,0,True
1.0,pancreas_integrated,42,0.10,1.341,0.9787,0.9787,0.0,0.0,0,True
1.3,pancreas_integrated,42,0.10,1.341,0.9787,0.9787,0.0,0.0,0,True
1.6,pancreas_integrated,42,0.10,1.341,0.9787,0.9787,0.0,0.0,0,True
0.0,pancreas_integrated,42,all,1.4442,0.9583,0.9583,0.0,0.0,0,True
0.7,pancreas_integrated,42,all,1.4442,0.9583,0.9583,0.0,0.0,0,True
1.0,pancreas_integrated,42,all,1.4442,0.9583,0.9583,0.0,0.0,0,True
1.3,pancreas_integrated,42,all,1.4442,0.9583,0.9583,0.0,0.0,0,True
1.6,pancreas_integrated,42,all,1.4442,0.9583,0.9583,0.0,0.0,0,True
0.0,pancreas_integrated,43,0.01,2.3225,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,43,0.01,2.3225,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,43,0.01,2.3225,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,43,0.01,2.3225,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,43,0.01,2.3225,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,43,0.05,1.6065,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,43,0.05,1.6065,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,43,0.05,1.6065,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,43,0.05,1.6065,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,43,0.05,1.6065,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,43,0.10,1.3032,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,43,0.10,1.3032,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,43,0.10,1.3032,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,43,0.10,1.3032,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,43,0.10,1.3032,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,43,all,1.4104,0.9583,0.9583,0.0,0.0,0,True
0.7,pancreas_integrated,43,all,1.4104,0.9583,0.9583,0.0,0.0,0,True
1.0,pancreas_integrated,43,all,1.4104,0.9583,0.9583,0.0,0.0,0,True
1.3,pancreas_integrated,43,all,1.4104,0.9583,0.9583,0.0,0.0,0,True
1.6,pancreas_integrated,43,all,1.4104,0.9583,0.9583,0.0,0.0,0,True
0.0,pancreas_integrated,44,0.01,1.4167,0.0,1.0,1.0,0.0,0,False
0.7,pancreas_integrated,44,0.01,1.4167,0.0,1.0,1.0,0.0,0,False
1.0,pancreas_integrated,44,0.01,1.4167,0.0,1.0,1.0,0.0,0,False
1.3,pancreas_integrated,44,0.01,1.4167,0.0,1.0,1.0,0.0,0,False
1.6,pancreas_integrated,44,0.01,1.4167,0.0,0.0,0.0,0.0,0,True
0.0,pancreas_integrated,44,0.05,1.5341,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,44,0.05,1.5341,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,44,0.05,1.5341,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,44,0.05,1.5341,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,44,0.05,1.5341,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,44,0.10,1.5686,1.0,1.0,0.0,0.0,0,True
0.7,pancreas_integrated,44,0.10,1.5686,1.0,1.0,0.0,0.0,0,True
1.0,pancreas_integrated,44,0.10,1.5686,1.0,1.0,0.0,0.0,0,True
1.3,pancreas_integrated,44,0.10,1.5686,1.0,1.0,0.0,0.0,0,True
1.6,pancreas_integrated,44,0.10,1.5686,1.0,1.0,0.0,0.0,0,True
0.0,pancreas_integrated,44,all,1.3665,0.9787,0.9787,0.0,0.0,0,True
0.7,pancreas_integrated,44,all,1.3665,0.9787,0.9787,0.0,0.0,0,True
1.0,pancreas_integrated,44,all,1.3665,0.9787,0.9787,0.0,0.0,0,True
1.3,pancreas_integrated,44,all,1.3665,0.9787,0.9787,0.0,0.0,0,True
1.6,pancreas_integrated,44,all,1.3665,0.9787,0.9787,0.0,0.0,0,True
